1.000000000000000000e+00 -3.855394843246836700e+01 1.965904824677953684e+02
2.000000000000000000e+00 -4.719641960408819870e+01 -1.097852935263155274e+02
3.000000000000000000e+00 -5.100608535143677358e+01 -9.456531754804360901e+01
4.000000000000000000e+00 -5.301042893909164633e+01 -6.219992852662510074e+01
5.000000000000000000e+00 -5.416447226396169157e+01 -3.185125365647560258e+01
6.000000000000000000e+00 -5.486219292316817331e+01 -1.690877337330616825e+01
7.000000000000000000e+00 -5.529508127355921232e+01 -2.493979555584545693e+01
8.000000000000000000e+00 -5.556691793832704462e+01 -2.828377347153639931e+01
9.000000000000000000e+00 -5.573822085873644738e+01 -2.713201746602705811e+01
1.000000000000000000e+01 -5.584598996807925886e+01 -2.543260069431313752e+01
1.100000000000000000e+01 -5.591348233503214971e+01 -2.486239122893235631e+01
1.200000000000000000e+01 -5.595550979830098726e+01 -2.488062177434095545e+01
1.300000000000000000e+01 -5.598153253501396165e+01 -2.492678642987640814e+01
1.400000000000000000e+01 -5.599756986293396466e+01 -2.493260452453183262e+01
1.500000000000000000e+01 -5.600742313396673211e+01 -2.492941679185591042e+01
1.600000000000000000e+01 -5.601347136466606713e+01 -2.492659987940256627e+01
1.700000000000000000e+01 -5.601718994507022131e+01 -2.492489279183412165e+01
1.800000000000000000e+01 -5.601948644235952912e+01 -2.492421106854417090e+01
1.900000000000000000e+01 -5.602091547819775741e+01 -2.492411948413958811e+01
2.000000000000000000e+01 -5.602181442606401873e+01 -2.492414436057184091e+01
2.100000000000000000e+01 -5.602238801235186116e+01 -2.492417294940118921e+01
2.200000000000000000e+01 -5.602276046038596036e+01 -2.492417462016329566e+01
2.300000000000000000e+01 -5.602300732426368057e+01 -2.492417164345381764e+01
2.400000000000000000e+01 -5.602317478060401612e+01 -2.492416866182936275e+01
2.500000000000000000e+01 -5.602329125877188432e+01 -2.492416763888040165e+01
2.600000000000000000e+01 -5.602337442995409589e+01 -2.492416752174001005e+01
2.700000000000000000e+01 -5.602343540608931249e+01 -2.492416760991505953e+01
2.800000000000000000e+01 -5.602348127426542845e+01 -2.492416767824687795e+01
2.900000000000000000e+01 -5.602351663463674214e+01 -2.492416769648635722e+01
