1.000000000000000000e+00 -1.029618902958566196e+01 -1.091835921898798034e+02
2.000000000000000000e+00 -1.081504144044441595e+01 -1.282259782916709696e+02
3.000000000000000000e+00 -1.277457327764570216e+01 -7.323293272584392355e+01
4.000000000000000000e+00 -1.280408939525753809e+01 -4.241391678884528460e+01
5.000000000000000000e+00 -1.324056422312233039e+01 -2.975506673849403683e+01
6.000000000000000000e+00 -1.324075686995674772e+01 -2.969716474007641338e+01
7.000000000000000000e+00 -1.338858296199567732e+01 -2.708339152821605467e+01
8.000000000000000000e+00 -1.339040930572045518e+01 -2.497871838602182137e+01
9.000000000000000000e+00 -1.345373947082703303e+01 -2.177127010963683773e+01
1.000000000000000000e+01 -1.345768939014094556e+01 -2.019929263505076733e+01
1.100000000000000000e+01 -1.348963387646563383e+01 -1.934048881217344729e+01
1.200000000000000000e+01 -1.349427632940626154e+01 -1.846772946624432166e+01
1.300000000000000000e+01 -1.351248824116821545e+01 -1.674695184634356337e+01
1.400000000000000000e+01 -1.351700304046897472e+01 -1.664054726222809322e+01
1.500000000000000000e+01 -1.352840928088814998e+01 -1.567975466300973508e+01
1.600000000000000000e+01 -1.353247450905456262e+01 -1.475899550024695017e+01
1.700000000000000000e+01 -1.354015719383536087e+01 -1.466319418236932215e+01
1.800000000000000000e+01 -1.354367253330138965e+01 -1.399038369298487261e+01
1.900000000000000000e+01 -1.354917922521119245e+01 -1.395816960203184109e+01
2.000000000000000000e+01 -1.355219724694838845e+01 -1.371543071920057955e+01
2.100000000000000000e+01 -1.355627632519752979e+01 -1.365343478193116766e+01
2.200000000000000000e+01 -1.355883635732427983e+01 -1.362643076255850083e+01
2.300000000000000000e+01 -1.356199999623744645e+01 -1.358403765540488983e+01
2.400000000000000000e+01 -1.356419549884362930e+01 -1.356910139662972625e+01
2.500000000000000000e+01 -1.356671748045936710e+01 -1.356572467341926469e+01
2.600000000000000000e+01 -1.356859045757013682e+01 -1.356515880976610866e+01
2.700000000000000000e+01 -1.357063021370165856e+01 -1.356503041798746878e+01
2.800000000000000000e+01 -1.357223236286580637e+01 -1.356500925725564066e+01
2.900000000000000000e+01 -1.357391721771693049e+01 -1.356500832488338304e+01
