1.603146243381327037e-04 7.218617690645994356e-08 8.509390102881654299e-08 6.120034246657509100e-08 1.003658781663990346e-07 5.177732943775887935e-08 1.185499422592768786e-07 1.403235742304485974e-07 4.362494003803248337e-08 1.665246516343889739e-07 3.650380481839774535e-08 1.981852401228442301e-07 3.021627782004694376e-08 2.365656979916350387e-07 2.459650860867657605e-08 2.831850941280360986e-07 1.950094528113001952e-08 3.398336825902656118e-07 1.480844966726638237e-08 4.085450909473965763e-07 4.914957894135609230e-07 1.049752374100682818e-08 5.907692793858922963e-07 6.871994651036215977e-09 7.079289326412295148e-07 4.409589645645673447e-09 8.433346668967427766e-07 9.952365851540154285e-07 1.158846873746906787e-06 9.459133427213197327e+10 2.751182111750306368e-07 4.053277183013076959e-07 5.457205964267104070e-07 6.859861406112342122e-07 8.241559202421252804e-07 9.593133204624553242e-07 1.090731592593046761e-06 1.217648711189246414e-06 1.339115158529304273e-06 1.453835559063057882e-06 1.559961113719886699e-06 1.654866240531749457e-06 1.734935896217861200e-06 1.795468014034322852e-06 1.830830263636096430e-06 1.325855445505466206e-06 1.835057018599383970e-06 1.803027088650079937e-06 1.484994730321322495e-06 1.732135107366192126e-06 1.623952565651009426e-06 3.551208669037165751e-08 6.981602647600301211e-08 9.536623597148857079e-08 1.782057129901745425e-04 1.090971295218295419e-07 1.103678130456248037e-07 1.012092091822418984e-07 8.551871862342414622e-08 6.750766229815684434e-08 5.038720538784345836e-08 3.590613472374656104e-08 2.459557638091489978e-08 1.625794855495670946e-08 1.038329129852065161e-08 6.400904107772238415e-09 3.798022198932179271e-09 2.159329486597845256e-09 1.168798497826958143e-09 5.970336948457090756e-10 2.841985081581227632e-10 1.237288312307912226e-10 4.787169290305785733e-11 1.580636676036686677e-11 4.452917898974957596e-12 1.708252434861267704e-12 1.807137872660598424e-12 2.368591003944070144e-12 2.637144612781231762e-12 2.533709602893058423e-12 2.189714664338440650e-12 1.752718590389897460e-12 1.325329920542363993e-12 9.590007915604469680e-13 6.708147626136817671e-13 4.571513864207294508e-13 3.051386032678189141e-13 2.005288363769609699e-13 1.302975881944879034e-13 8.395036550756893605e-14 5.376772755572521933e-14 3.435153061136030601e-14 2.189605575903196693e-14 1.392990185841733585e-14 8.838805336440029096e-15 5.570096170706153008e-15 3.456899860805499807e-15 2.084688414292666931e-15 1.176278828744915071e-15 5.780715565959108327e-16 1.882074489560996700e-16
8.440069769794480894e-04 2.000828657300117805e-06 2.358599531581487116e-06 1.696325780512445498e-06 2.781907882160604223e-06 1.435141808407669194e-06 3.285929680782471084e-06 3.889449053891247580e-06 1.209176652466611403e-06 4.615693412108300729e-06 1.011795809832515793e-06 5.493264029492919230e-06 8.375197469673825414e-07 6.557105565098231300e-06 6.817534571297471506e-07 7.849324187552532436e-06 5.405170440247914329e-07 9.419540449912672773e-06 4.104526694178172851e-07 1.132414500964528307e-05 1.362345694982678260e-05 2.909643639191055023e-07 1.637525999332794805e-05 1.904740128672206865e-07 1.962289614594178510e-05 1.222224583405323526e-07 2.337637293810433266e-05 2.758722976338692421e-05 3.212279508366118990e-05 4.270951399593507785e-09 1.468449898460899830e+09 1.596384150108541992e-05 1.664524014453157017e-05 1.972679565799003199e-05 2.323947077788405188e-05 2.683231936067836801e-05 3.039197448798184928e-05 3.386071353261893335e-05 3.719647283070301816e-05 4.035568968893213392e-05 4.328305103962710657e-05 4.590333259374143815e-05 4.811511529765104755e-05 4.978719390041048092e-05 5.076289125478035158e-05 3.675280518585564933e-05 5.087650288978296301e-05 4.998585297952868754e-05 4.116495017342152525e-05 4.801852617439607995e-05 4.501804666956641998e-05 9.843030354587091482e-07 1.935116554010481212e-06 2.643297339792603398e-06 4.939453228122508630e-03 3.023877880803653196e-06 3.059094175211340023e-06 2.805241216340294066e-06 2.370337371468942137e-06 1.871117089228017898e-06 1.396585304242063328e-06 9.952120069127484633e-07 6.817149597219667561e-07 4.506216333187851797e-07 2.877939130404759109e-07 1.774146106184218176e-07 1.052704148048714276e-07 5.984995315365870988e-08 3.239576721141504575e-08 1.654788547482827712e-08 7.877103474308534387e-09 3.429479981025672469e-09 1.326853298226765932e-09 4.380858617011745270e-10 1.234285006788268754e-10 4.734315275250692013e-11 5.009228769865628780e-11 6.564827235930144593e-11 7.309066899251809464e-11 7.022270474627601670e-11 6.069181155359737592e-11 4.858516638858955257e-11 3.673163008052229362e-11 2.658172904097639810e-11 1.859502378052308800e-11 1.266899148175953434e-11 8.456953667297281947e-12 5.558123275968368006e-12 3.611107002002010770e-12 2.327006392613931179e-12 1.491334843589331512e-12 9.524943166652322084e-13 6.070329743181689052e-13 3.861474525815560897e-13 2.448930768843429693e-13 1.542895454212910445e-13 9.583590814232565665e-14 5.778225742086902966e-14 3.272434863883540583e-14 1.606722675397460345e-14 5.154519900048267250e-15
2.071245297268722863e-03 1.205122870938289254e-05 1.420620764883010101e-05 1.021711750957157600e-05 1.675597419366059427e-05 8.643945556682160552e-06 1.979194858568655635e-05 2.342730398508741178e-05 7.282915497458819079e-06 2.780197716457292431e-05 6.094061697174475332e-06 3.308830343568261911e-05 5.044380618300646862e-06 3.949682759645379275e-05 4.106191349997942482e-06 4.728128725058681179e-05 3.255520424517851778e-06 5.674072723785180935e-05 2.472142239714487990e-06 6.821505022491593825e-05 8.206791710701467847e-05 1.752466330165985843e-06 9.864787518152803023e-05 1.147216226453319533e-06 1.182166387849880885e-04 7.361399628849892817e-07 1.408354118300414394e-04 1.662134262514476202e-04 1.935529985088440955e-04 6.668923172915276288e-10 1.692765857134864628e-06 1.556336427596738338e+08 1.807447819417570475e-04 1.456516200578264594e-04 1.534500633207370708e-04 1.695681444591038995e-04 1.881893569740260600e-04 2.074649466992298100e-04 2.265540546531157322e-04 2.449237098373400296e-04 2.621027719130212467e-04 2.775623720794954930e-04 2.906461227633524709e-04 3.005365687359838286e-04 3.062726919600140384e-04 2.214685712899431961e-04 3.068451373362547619e-04 3.013902747737605067e-04 2.480807690868962970e-04 2.894676244577369423e-04 2.713360328302949118e-04 5.928402418065162189e-06 1.165505872791664329e-05 1.592028587921266708e-05 2.975149169295335932e-02 1.821233835765870556e-05 1.842426826681592208e-05 1.689519579262902405e-05 1.427574769052761974e-05 1.126900893536453834e-05 8.411023178643747190e-06 5.993688961602251412e-06 4.105624871266144774e-06 2.713855980551098223e-06 1.733225642756119879e-06 1.068469010212065333e-06 6.339838129776009857e-07 3.604417458918903238e-07 1.951007813259683420e-07 9.965815823740095045e-08 4.743909939760490258e-08 2.065367630066557788e-08 7.990812187020684104e-09 2.638302235558919330e-09 7.433176909436188169e-10 2.851078987183006636e-10 3.016698845130530506e-10 3.953576112702365613e-10 4.401808077715362045e-10 4.229095892010088488e-10 3.655107704625150717e-10 2.925999416884526410e-10 2.212131488455995588e-10 1.600863511324545769e-10 1.119870521751885402e-10 7.629798344664968099e-11 5.093128097841560889e-11 3.347335377546691427e-11 2.174755897821124731e-11 1.401422978983328550e-11 8.981477081314163393e-12 5.736306970114451674e-12 3.655820744910004378e-12 2.325550721036150844e-12 1.474840952590883308e-12 9.291983151253928619e-13 5.771560696699387289e-13 3.479837918983105750e-13 1.970811349798087285e-13 9.676226446483753038e-14 3.104256321576722669e-14
3.837555460545032538e-03 4.138323889078286076e-05 4.878416282568465644e-05 3.508447794305761966e-05 5.754121737131895976e-05 2.968198859398076523e-05 6.796852758288835731e-05 8.045500585742400355e-05 2.500813811813501356e-05 9.548158959676542881e-05 2.092564116404803254e-05 1.136406405883024444e-04 1.732113082183698116e-05 1.356559985161356213e-04 1.409952988735553441e-05 1.624001987700193956e-04 1.117849868054828874e-05 1.949018931067481530e-04 8.488571773829582713e-06 2.343308031964838655e-04 2.819392612489561556e-04 6.017407905667060851e-06 3.389292221831750364e-04 3.939164409534611915e-06 4.062062283865632895e-04 2.527660459330422246e-06 4.839895540018181522e-04 5.712921681846193801e-04 6.653884277426242453e-04 1.926226887632282844e-10 3.784330730731921812e-07 3.877663389861064111e-05 3.338811777742799371e+07 1.058828588018678393e-03 7.079378198617694660e-04 6.745870374683635195e-04 7.021401003678518025e-04 7.495150807536011487e-04 8.040249067801973418e-04 8.600815697725339029e-04 9.143399094172281706e-04 9.640916578158068538e-04 1.006582127924705557e-03 1.038705764304450252e-03 1.056977297128447240e-03 7.615354236741051636e-04 1.057812776987553495e-03 1.038170831281489976e-03 8.532947244879057497e-04 9.964905735836613026e-04 9.336299473557953211e-04 2.035609136051895910e-05 4.001904668965408678e-05 5.466330055431302003e-05 1.021707172210502279e-01 6.253178502865610938e-05 6.325772184550672935e-05 5.800611278810440398e-05 4.901136444686379626e-05 3.868763040662972743e-05 2.887522338749056710e-05 2.057608043452035287e-05 1.409423024270057237e-05 9.316312152479146308e-06 5.949886327736172898e-06 3.667859818841917078e-06 2.176340641100998687e-06 1.237320306622255777e-06 6.697375975272294430e-07 3.421032611921859491e-07 1.628468260612397209e-07 7.089867985783477994e-08 2.743014471344162498e-08 9.056368239269488100e-09 2.551441782218861638e-09 9.785944132184297186e-10 1.035499169748798292e-09 1.357138446936334616e-09 1.511023544239276104e-09 1.451744564314971783e-09 1.254712300145183238e-09 1.004428287173304073e-09 7.593743464796674569e-10 5.495404055069777479e-10 3.844263885615354812e-10 2.619140967716736037e-10 1.748357094457780093e-10 1.149065888175501254e-10 7.465458515587719670e-11 4.810775477176135162e-11 3.083138656254447105e-11 1.969150139484081581e-11 1.254960872958394167e-11 7.983110254756354804e-12 5.062804825466639073e-12 3.189729889927397774e-12 1.981250957519967619e-12 1.194553546215889848e-12 6.765355507256685463e-13 3.321636305749239841e-13 1.065622240923835191e-13
6.136137555403481728e-03 1.058834547245283790e-04 1.248242697474494711e-04 8.976442927875737403e-05 1.472374394033303579e-04 7.593986310148071340e-05 1.739277785519661318e-04 2.058919291996396609e-04 6.398047475504576274e-05 2.443626808200018586e-04 5.353474147042685882e-05 2.908589133643716697e-04 4.431241535681288026e-05 3.472373638640140290e-04 3.607010039349060453e-05 4.157373311044201478e-04 2.859703027532875359e-05 4.990005678940256277e-04 2.171540532881745405e-05 6.000341019890352134e-04 7.220623294888576247e-04 1.539358197991180243e-05 8.681888364184648602e-04 1.007702365455175544e-05 1.040769337811098304e-03 6.466150788713999456e-06 1.240416197141971846e-03 1.464668861316690412e-03 1.706630616969849554e-03 7.518003809264946480e-11 1.392712113638383980e-07 9.701752334337495308e-06 3.287641217375446854e-04 1.036675976446485147e+07 4.282497341719447570e-03 2.492111693218183356e-03 2.184276757610406888e-03 2.154213930154746937e-03 2.215974136359955340e-03 2.313586611245791250e-03 2.422939540882545172e-03 2.530077376557642206e-03 2.624348901957134286e-03 2.695792443342994067e-03 2.734291633819390440e-03 1.954251458474851565e-03 2.729935847325954366e-03 2.674477537589609304e-03 2.191146068421110076e-03 2.563629393741401891e-03 2.399400022789971616e-03 5.207363716024412243e-05 1.023718366115800883e-04 1.398278225513585973e-04 2.614462122099150965e-01 1.599472851416299446e-04 1.617944525551844785e-04 1.483528175124174944e-04 1.253404186031781514e-04 9.893299672770829753e-05 7.383676594155562573e-05 5.261289904392837171e-05 3.603769463085491876e-05 2.382039641036884402e-05 1.521267383799158242e-05 9.377855780112539052e-06 5.564332680639936983e-06 3.163477443717601963e-06 1.712317301365147512e-06 8.746491824150417610e-07 4.163443839069055228e-07 1.812620934525095564e-07 7.012760671628386072e-08 2.315251316399862740e-08 6.522130336789763288e-09 2.501310558227172379e-09 2.647086987831244350e-09 3.469589952633299902e-09 3.863123293955223830e-09 3.711617400571246432e-09 3.207893392227009035e-09 2.568007351825363538e-09 1.941485623651781147e-09 1.405006921033691444e-09 9.828617434205890658e-10 6.696353298880749728e-10 4.470023869930110177e-10 2.937817265649509880e-10 1.908694862252390413e-10 1.229971878066194099e-10 7.882668508131395445e-11 5.034531454869948858e-11 3.208563215968146053e-11 2.041043743843438911e-11 1.294410249187268792e-11 8.155195640314268910e-12 5.065480084326438771e-12 3.054122755562835147e-12 1.729704209836038179e-12 8.492443484055089112e-13 2.724482860035234273e-13
8.958106857472076384e-03 2.259802389402522154e-04 2.664232845033993619e-04 1.915666505659452737e-04 3.142872795599489831e-04 1.620549516013085117e-04 3.712942298001363712e-04 4.395774351706208615e-04 1.365274642787540893e-04 5.217769381955714159e-04 1.142329078508364719e-04 6.211473632661888931e-04 9.455108649062966397e-05 7.416701849041967094e-04 7.696201594245190715e-05 8.881517529382463661e-04 6.101550807949010583e-05 1.066269445964549041e-03 4.633183900038044908e-05 1.282497414367732898e-03 1.543797754050362913e-03 3.284320748589191554e-05 1.856907273978662329e-03 2.149979458016103515e-05 2.227008756394053234e-03 1.379576718313626069e-05 2.655615110341217125e-03 3.137736045026873633e-03 3.658964206607743293e-03 3.524888844784034530e-11 6.402420420684253763e-08 3.988884526796593857e-06 8.578263010940800979e-05 1.671363057282792370e-03 4.045663218108635861e+06 1.361556288217890577e-02 7.121750249674072691e-03 5.822052700448569242e-03 5.473455550868517802e-03 5.438460051759306038e-03 5.528986137419030639e-03 5.665482414942793130e-03 5.803166931929074068e-03 5.909643938291010007e-03 5.957171076041422979e-03 4.193929646982024265e-03 5.920989219842761817e-03 5.781307425739834298e-03 4.708026425263428343e-03 5.527628097893250506e-03 5.163396647229777370e-03 1.110992940049438591e-04 2.184015530980364583e-04 2.982902442406084155e-04 5.581051198318596196e-01 3.411787576659435265e-04 3.450805306617121598e-04 3.163737874391902975e-04 2.672664015985821875e-04 2.109343656582203606e-04 1.574122321102932286e-04 1.121566672505547102e-04 7.681816926508660214e-05 5.077338030408874074e-05 3.242482628829455448e-05 1.998777198418378274e-05 1.185947237204711521e-05 6.742334708050333162e-06 3.649422685983064926e-06 1.864096794870552180e-06 8.873219111455202911e-07 3.863020356168763426e-07 1.494494469028500960e-07 4.933692893620052637e-08 1.389596348117850847e-08 5.328370538014051641e-09 5.640201361543965579e-09 7.393849393682460056e-09 8.232955814139740168e-09 7.910263231625315662e-09 6.836799519269138509e-09 5.473082893216926636e-09 4.137820703236767976e-09 2.994449900041879434e-09 2.094747937216248505e-09 1.427178209133817321e-09 9.526867275815361198e-10 6.261311492220942702e-10 4.067965376175847207e-10 2.621416988974192295e-10 1.680019798489995434e-10 1.073001394664394474e-10 6.838360943463127033e-11 4.350045961412480567e-11 2.758757755368268005e-11 1.738105958647530944e-11 1.079598957563691946e-11 6.509213337833850375e-12 3.686495951341057458e-12 1.809984711091812877e-12 5.806668738210785045e-13
1.229254840384244596e-02 4.265019140926734360e-04 5.028911687304151584e-04 3.615146352668241253e-04 5.933181692037710168e-04 3.057945419627457521e-04 7.010466094879805755e-04 8.301224158791628994e-04 2.576049714399887623e-04 9.855565886885602010e-04 2.155247002215132646e-04 1.173532668097000600e-03 1.783808845481565193e-04 1.401624354371338666e-03 1.451905012165143212e-04 1.678988772852864570e-03 1.151027490058360424e-04 2.016465339467249721e-03 8.740014985590719386e-05 2.426451946206460882e-03 2.922343981345379080e-03 6.195390255445009005e-05 3.517215752664798294e-03 4.055561705919099604e-05 4.221343983575776178e-03 2.602311144009560368e-05 5.038243779452424888e-03 5.959337795906367169e-03 6.958447503477674032e-03 1.871387257844950429e-11 3.371788121653975404e-08 2.010468588268844064e-06 3.728279908079766526e-05 4.436107352822524458e-04 6.211181434176323880e-03 1.845185594596219482e+06 3.651859402300264290e-02 1.755501209728886972e-02 1.353312326606310664e-02 1.219210517220715648e-02 1.172733059802582439e-02 1.161468317079375479e-02 1.163605853479874122e-02 1.167216942938339996e-02 1.164178637500950901e-02 7.988835981127609398e-03 1.148251232969906693e-02 1.114799714782031131e-02 8.986416787910142187e-03 1.061309138252455354e-02 9.881049265159239439e-03 2.095625138010233986e-04 4.119341265364210203e-04 5.625504855149168846e-04 1.053662313395841155e+00 6.433350833945861375e-04 6.505718973243573584e-04 5.963325555707946462e-04 5.036707183094941412e-04 3.974398081974812977e-04 2.965482212864392533e-04 2.112647880785203176e-04 1.446847860540567644e-04 9.562291004877878048e-05 6.106306543808186834e-05 3.763973780401036104e-05 2.233229407950850591e-05 1.269600579235369292e-05 6.871816976753453346e-06 3.509998784683412963e-06 1.670742864768225429e-06 7.273463822326876959e-07 2.813741057307418344e-07 9.287735218914219060e-08 2.615182147974920498e-08 1.002506451261642620e-08 1.061581065907640033e-08 1.391999418788406194e-08 1.550120419929213842e-08 1.489423054599072747e-08 1.287326164447767148e-08 1.030558222363273102e-08 7.791391577914195763e-09 5.638482632706682289e-09 3.944375039546088166e-09 2.687357932788562531e-09 1.793899282261903958e-09 1.178999868406823052e-09 7.659952646421512672e-10 4.936114958371974134e-10 3.163470829783619387e-10 2.020458707059598497e-10 1.287662157471007188e-10 8.191133127625299610e-11 5.194740978857753700e-11 3.272855119299444281e-11 2.032886981016956472e-11 1.225686658489292149e-11 6.941685606051341921e-12 3.408208679934200731e-12 1.093397633198287226e-12
1.612656299025155143e-02 7.366469831628104760e-04 8.687435117005126370e-04 6.243032909502019626e-04 1.025170839131642154e-03 5.280074183735209824e-04 1.211602526043839990e-03 1.435079213752990914e-03 4.447473156534654994e-04 1.704331681946932419e-03 3.720594731958489832e-04 2.030149786813732846e-03 3.079119833697897997e-04 2.425773795740090132e-03 2.506026295934387412e-04 2.907250544647430133e-03 1.986588805190896286e-04 3.493636139182447736e-03 1.508393660640567767e-04 4.206826673539221240e-03 5.070649418301871429e-03 1.069193955873029567e-04 6.108661816163680515e-03 6.998886893099309846e-05 7.339962622482196219e-03 4.490886075627316724e-05 8.772431717647950419e-03 1.039358029640463296e-02 1.216103211796580250e-02 1.087182113202144090e-11 1.951350232429914889e-08 1.140062324088723967e-06 1.982781621683198846e-05 1.986649299054318526e-04 1.659915994301114405e-03 1.866679509270894807e-02 9.426706242655364331e+05 8.625170588809964733e-02 3.871204537408608898e-02 2.837980979302442280e-02 2.460588830600646260e-02 2.295238857283720194e-02 2.214706646901773435e-02 2.166905683097157531e-02 2.124315568643535615e-02 1.399733995906418844e-02 2.069573201748949737e-02 1.991167740735483999e-02 1.579544454718770016e-02 1.882783716233780991e-02 1.743827096521018485e-02 3.616340908763565707e-04 7.107828150123799305e-04 9.704970545238627080e-04 1.820562904343801858e+00 1.109599888331162711e-03 1.121761655944739262e-03 1.027921861538860435e-03 8.679333106624374924e-04 6.846844798758637291e-04 5.107531796217646943e-04 3.637965194305711443e-04 2.491081790442876975e-04 1.646176042626581527e-04 1.051125533431160032e-04 6.478787844373949027e-05 3.843780923344420925e-05 2.185119709277855472e-05 1.182674617299684934e-05 6.040695738305725562e-06 2.875239917446630600e-06 1.251653298349640603e-06 4.841604076397816765e-07 1.597845752189365942e-07 4.497130918509117337e-08 1.723198195947805227e-08 1.825813605733459557e-08 2.395032259405285560e-08 2.667479490480515647e-08 2.563188828984405838e-08 2.215462323721845683e-08 1.773599719418236917e-08 1.340918858800165429e-08 9.704038881596609023e-09 6.788446271952094747e-09 4.625077731638265467e-09 3.087397617344392535e-09 2.029126004243603601e-09 1.318323363787541871e-09 8.495356908401137634e-10 5.444532792196516115e-10 3.477339964778966233e-10 2.216151613207337487e-10 1.409749317750686624e-10 8.940506878240026042e-11 5.632813504342349600e-11 3.498744018627646206e-11 2.109495893903591466e-11 1.194715373931733537e-11 5.865781283138359438e-12 1.881819280723621458e-12
2.044531807875758084e-02 1.190142131620026879e-03 1.403932456224912112e-03 1.008405126429377362e-03 1.657232579043367094e-03 8.526934407873029958e-04 1.959295259505699268e-03 2.321619957115155387e-03 7.181112415312216821e-04 2.758492086452253751e-03 6.006577106745710501e-04 3.287604455253073914e-03 4.970354819065351312e-04 3.930726603320566087e-03 4.044841735936040490e-04 4.714334087690976588e-03 3.206175833186942744e-04 5.670013268640966032e-03 2.434250676953579129e-04 6.834296503521955155e-03 8.247341723969453878e-03 1.725383828609267664e-04 9.949567483682300248e-03 1.129389783788987663e-04 1.197511228499429509e-02 7.246685859323675745e-05 1.434114698723488318e-02 1.703327728231032387e-02 1.999023345503647686e-02 6.763412068197658970e-12 1.211520566799305586e-08 7.003863883107580319e-07 1.179479148619982011e-05 1.091846020453053092e-04 7.561882310778767543e-04 4.999920196674358802e-03 4.810689496541576543e-02 5.251134349857324269e+05 1.844798207876848506e-01 7.819590286974663351e-02 5.486186404951413215e-02 4.592348907776461209e-02 4.158751115462509806e-02 3.907912830022922807e-02 3.728318059056379835e-02 2.309544012808174146e-02 3.563585152211637408e-02 3.381506340404114713e-02 2.618583978705008725e-02 3.164756469967486274e-02 2.908410774194566603e-02 5.835149158071889107e-04 1.146705030872506408e-03 1.565301035575686556e-03 2.942352812218296698e+00 1.789037695260173701e-03 1.807896690997831896e-03 1.655918061934547481e-03 1.397569761850581517e-03 1.102053442637792712e-03 8.218135082472706725e-04 5.851920496674794430e-04 4.006191729808011859e-04 2.646953900418739744e-04 1.689931572850542974e-04 1.041517410879190991e-04 6.178736805203945777e-05 3.512298589199111282e-05 1.900905656689437110e-05 9.708729562278031137e-06 4.620905038346051019e-06 2.011432890572128412e-06 7.779581840359252509e-07 2.566762578837553402e-07 7.219525697825229489e-08 2.764642371313265616e-08 2.931775682671110800e-08 3.847962167244693604e-08 4.286593510911952628e-08 4.119369551528175024e-08 3.560686210426680922e-08 2.850595081707213251e-08 2.155205948487555916e-08 1.559706500121587759e-08 1.091097322238534930e-08 7.433855007272809211e-09 4.962368857622423171e-09 3.261418936139621625e-09 2.118948437608848414e-09 1.365465678969578452e-09 8.751054853652836186e-10 5.589172399482243650e-10 3.562052814348046068e-10 2.265913270682414569e-10 1.437024066086410052e-10 9.053734482566672653e-11 5.623607771466679630e-11 3.390642357982388153e-11 1.920295694332520646e-11 9.428222364668572861e-12 3.024698472686229368e-12
2.523210551612483157e-02 1.825669347379455095e-03 2.154418287058968134e-03 1.546390165440966833e-03 2.544204586225301372e-03 1.307243494996967494e-03 3.009407905900826109e-03 3.567936584427380039e-03 1.100655927217550215e-03 4.242092585332354025e-03 9.204458700166333763e-04 5.059580292105868293e-03 7.615240149958072986e-04 6.054614770152425170e-03 6.196340638036155861e-04 7.269006120235494035e-03 4.911003345143931387e-04 8.752952412307448207e-03 3.728277229500842377e-04 1.056503102076284187e-02 1.277050974699698964e-02 2.642402026197933438e-04 1.543662877455648230e-02 1.729565717846880265e-04 1.862311275066592942e-02 1.109742558772139061e-04 2.236637776967844229e-02 2.665770001117018229e-02 3.142014423359871383e-02 4.440463629486408646e-12 7.945180364942684998e-09 4.565942981454054489e-07 7.553455692279284946e-06 6.705075516313898818e-05 4.244050858452334688e-04 2.300977593009829233e-03 1.288631681636815719e-02 1.103240078118665896e-01 3.132081358077011537e+05 3.642083260454113680e-01 1.470170689108916962e-01 9.917066733156315594e-02 8.031580864254071750e-02 7.063263510079856311e-02 6.457044710782737507e-02 3.649594923022610182e-02 5.994834073530663776e-02 5.572329870332454888e-02 4.166081157717819311e-02 5.136931092904639673e-02 4.667584159912517572e-02 8.935117687185914308e-04 1.755519832538979252e-03 2.395506346183114230e-03 4.513827932282707955e+00 2.736589196042681863e-03 2.763843669273033897e-03 2.529932099199348750e-03 2.133917250295042436e-03 1.681760108580315338e-03 1.253507030635242015e-03 8.922415614978097256e-04 6.106363146621199408e-04 4.033623172472206183e-04 2.574786097693858669e-04 1.586648706782340843e-04 9.411743257793474260e-05 5.349674898010276202e-05 2.895126866088083923e-05 1.478570334001185549e-05 7.036805045853943568e-06 3.062742646621638570e-06 1.184365575768117428e-06 3.906199790094214579e-07 1.097722526748036861e-07 4.199997275041856593e-08 4.459179658290315402e-08 5.857260681549569173e-08 6.526841637994707027e-08 6.273001473537238335e-08 5.422566225432938823e-08 4.341315329668881314e-08 3.282338515884860415e-08 2.375434771446689474e-08 1.661757027525808554e-08 1.132193893705828117e-08 7.557840838547719463e-09 4.967258949390094655e-09 3.227244022848272603e-09 2.079664126618105800e-09 1.332826708742417528e-09 8.512587180410451277e-10 5.425192510577269882e-10 3.451109974749772260e-10 2.188669814940115178e-10 1.378937710370191118e-10 8.565102463903199034e-11 5.164165215283544045e-11 2.924736631563753676e-11 1.435981602304776714e-11 4.606821021170219336e-12
