1.603146243381327037e-04 7.631373155048834612e-19 8.995951022744629608e-19 6.469973485151013957e-19 1.061047282382697426e-18 5.473792058879244992e-19 1.253285442810413618e-18 1.483471771597473888e-18 4.611938331742617201e-19 1.760464136760247066e-18 3.859106661227450785e-19 2.095173322671191428e-18 3.194402325811053017e-19 2.500923576266019606e-18 2.600291960986014567e-19 2.993774179285114914e-18 2.061599556786807777e-19 3.592651326944919991e-18 1.565518636692829068e-19 4.319054108826117225e-18 5.195991717376193993e-18 1.109776473900479436e-19 6.245490497959295826e-18 7.264930454692613941e-20 7.484078093290995779e-18 4.661726869143866764e-20 8.915559478953253729e-18 1.052143510620957601e-17 1.225108920033829757e-17 9.999999999999997780e-01 2.908492763021361463e-18
8.440069769794480894e-04 1.362544721062056835e-15 1.606183182718056161e-15 1.155181244033939183e-15 1.894452023909760977e-15 9.773175168632211495e-16 2.237685932773861172e-15 2.648676715461706955e-15 8.234374585943084290e-16 3.143242011135258609e-15 6.890230377549092072e-16 3.740859007330263550e-15 5.703427456679349511e-16 4.465324674641097967e-15 4.642674277423692481e-16 5.345312901548573744e-15 3.680868135774495092e-16 6.414614798739305849e-15 2.795142482194014111e-16 7.711631851701845034e-15 9.277440765293052555e-15 1.981438823502865924e-16 1.115139168889911349e-14 1.297109374082747252e-16 1.336300010400715030e-14 8.323229717822859578e-17 1.591908104083816918e-14 1.878663330099970917e-14 2.187530886630817305e-14 2.908476076747762221e-18 9.999999999959494623e-01
2.071245297268722863e-03 7.743331385755622024e-14 9.127979910803686921e-14 6.564851484581119020e-14 1.076629313089580312e-13 5.554034077347391250e-14 1.271701171428983793e-13 1.505285333188688073e-13 4.679525176330893994e-14 1.786373220158747583e-13 3.915645478516411522e-14 2.126037972339226429e-13 3.241189069208604136e-14 2.537807821432178898e-13 2.638370005508381878e-14 3.037986286338960569e-13 2.091784504970067047e-14 3.645788032629208190e-13 1.588436918463697168e-14 4.383052982607743964e-13 5.273147606961963839e-13 1.126020247735313716e-14 6.338467275428081308e-13 7.371261160804077620e-15 7.595828039589237533e-13 4.729953946088709651e-15 9.049162462581968018e-13 1.067978769023559044e-12 1.243644979531211167e-12 4.285013865334910748e-18 1.087660628337632519e-14
3.837555460545032538e-03 1.239460068201507250e-12 1.461123474232073999e-12 1.050807297584480038e-12 1.723404042773887517e-12 8.889985557714712932e-13 2.035710062611996996e-12 2.409689761363890318e-12 7.490131127556593288e-13 2.859747586841344945e-12 6.267391658927878449e-13 3.403625233534148171e-12 5.187812883960363029e-13 4.063002260806661976e-12 4.222918443361181647e-13 4.864011779615897036e-12 3.348046964992094166e-13 5.837462707069493443e-12 2.542393015078276588e-13 7.018389113480367190e-12 8.444299318827505456e-12 1.802260290171621622e-13 1.015119280420090670e-11 1.179810261005492941e-13 1.216619126571129912e-11 7.570538916927853491e-14 1.449586213382445002e-11 1.711064307000886977e-11 1.992889894884602350e-11 5.769198771070674616e-18 1.133436374564377357e-14
6.136137555403481728e-03 1.021374603820137071e-11 1.204081783996654631e-11 8.658870135117790839e-12 1.420284044653774825e-11 7.325322713659294923e-12 1.677744803227303263e-11 1.986077883113597675e-11 6.171694361991854249e-12 2.357175037028125027e-11 5.164076436892466847e-12 2.805687708036897957e-11 4.274471001831935489e-12 3.349526381348774228e-11 3.479399552555366536e-12 4.010291815229678519e-11 2.758531117433415231e-12 4.813466926110009021e-11 2.094714757108941628e-12 5.788058151219831717e-11 6.965168709633001408e-11 1.484898064292475705e-12 8.374736460431684128e-11 9.720514002524008388e-13 1.003948513807516405e-10 6.237388284360633857e-13 1.196532173250362120e-10 1.412851121874546428e-10 1.646252641463064956e-10 7.252028357200420853e-18 1.343440093642303858e-14
8.958106857472076384e-03 5.585739307823618573e-11 6.585403306718233543e-11 4.735110358110673004e-11 7.768497013807961491e-11 4.005645437989877799e-11 9.177584659121714349e-11 1.086539677088318660e-10 3.374661551804756966e-11 1.289718945011575745e-10 2.823588675813879454e-11 1.535340992299898207e-10 2.337096920000059097e-11 1.833247156781487558e-10 1.902333406120355696e-11 2.195317688380386019e-10 1.508170464217215854e-11 2.635585830418650924e-10 1.145222146510806562e-11 3.170054272537539922e-10 3.815931799421130456e-10 8.118125545369369138e-12 4.589870335515737222e-10 5.314280941542433659e-12 5.504680589680492805e-10 3.410013167425733860e-12 6.564102143553006387e-10 7.755800085208139842e-10 9.044162573955075379e-10 8.712757481960560233e-18 1.582538879361217435e-14
1.229254840384244596e-02 2.311429334329691538e-10 2.725421295826235831e-10 1.959230439851362687e-10 3.215490893647883833e-10 1.657255105347590686e-10 3.799325734211812449e-10 4.498852736053147861e-10 1.396091478093980924e-10 5.341229041334737431e-10 1.168037230089365333e-10 6.359966378120864969e-10 9.667361285011634541e-11 7.596110454268373228e-10 7.868606739827218760e-11 9.099288358033157910e-10 6.237999449077914833e-11 1.092824436021387487e-09 4.736655652097699627e-11 1.315016890072927836e-09 1.583765835577423102e-09 3.357594960510380444e-11 1.906156900414143903e-09 2.197913768848570512e-11 2.287759560162973266e-09 1.410323873484366867e-11 2.730478828003571699e-09 3.229666207698326877e-09 3.771134231635985003e-09 1.014199294480476524e-17 1.827342320400923059e-14
1.612656299025155143e-02 7.814449344005060247e-10 9.215746918515928873e-10 6.622692488985276384e-10 1.087514884938419761e-09 5.601173042782743840e-10 1.285284102323620233e-09 1.522351150120546659e-09 4.717938780030415523e-10 1.807977755745953569e-09 3.946856462729287503e-10 2.153609942401988272e-09 3.266371344011261250e-10 2.573293162138183226e-09 2.658426083582521717e-10 3.084050112298812459e-09 2.107399872714979570e-10 3.706095763646498743e-09 1.600124092178479532e-10 4.462657784633309522e-09 5.379012461355743458e-09 1.134215193716411717e-10 6.480149842888676737e-09 7.424512465349723285e-11 7.786330143376246587e-09 4.763991783012717884e-11 9.305912444923736643e-09 1.102564845652156825e-08 1.290058489734680416e-08 1.153297270675015160e-17 2.070018325231621518e-14
2.044531807875758084e-02 2.266431308452460717e-09 2.673560064132395277e-09 1.920342864454764573e-09 3.155928777530641936e-09 1.623815390924588390e-09 3.731157817765536158e-09 4.421146027299672277e-09 1.367525573220904661e-09 5.253097645021254964e-09 1.143854506926120087e-09 6.260705733567177294e-09 9.465228964471114611e-10 7.485426825959125526e-09 7.702740458051003657e-10 8.977679296424380844e-09 6.105638222257740422e-10 1.079761420923426344e-08 4.635632837700936876e-10 1.301480147227878116e-08 1.570571530752127080e-08 3.285711701454242705e-10 1.894732624907828567e-08 2.150738384449479664e-10 2.280464549893769417e-08 1.380012964647703103e-10 2.731037215424370426e-08 3.243709460619729829e-08 3.806813468917116228e-08 1.287981364247876750e-17 2.307143046595940651e-14
2.523210551612483157e-02 5.828822414477246507e-09 6.878420574784912455e-09 4.937166563478515128e-09 8.122892976481339418e-09 4.173641955349207319e-09 9.608149625450172411e-09 1.139136655090106879e-08 3.514068934991800114e-09 1.354374732815937299e-08 2.938711506641106134e-09 1.615374386211042593e-08 2.431321013381560240e-09 1.933059473992163990e-08 1.978308353074112374e-09 2.320778725097070731e-08 1.567938160151300576e-09 2.794558899011096205e-08 1.190328682129255000e-09 3.373102019369692600e-08 4.077246165327925678e-08 8.436408367413626260e-10 4.928459139342604467e-08 5.521991941184724297e-10 5.945809255341401030e-08 3.543079862821369893e-10 7.140923095504584910e-08 8.511015401915690931e-08 1.003152302676214452e-07 1.417708741803276725e-17 2.536661168393760662e-14
