1.787518226698080193e-01 -1.802712260079517292e-01 6.375606073213911304e-03 -2.013818421199330966e-01
1.915848506221934922e-01 -1.928063942210953563e-01 3.373616857513989792e-02 -2.031165855462268299e-01
1.609637402376056237e-01 -1.621816365052597408e-01 6.770969142575741307e-04 -1.968571877530735093e-01
1.987022658578326550e-01 -1.991283611956566335e-01 8.086478535636502929e-02 -2.043450130042157309e-01
1.392287737181592266e-01 -1.396000448011494588e-01 1.272682404383104282e-03 -1.836071556615689326e-01
1.843939217071994228e-03 -1.843936575971549113e-03 1.403287980440500078e-03 -1.613206576390455171e-01
9.589116464801632905e-03 -9.588278592075767312e-03 1.430687576579142140e-01 -2.048080566906185229e-01
2.302715968931356993e-02 -2.301023059252938971e-02 1.080109182956696771e-03 -1.324069193128242228e-01
4.139540472564091911e-02 -4.127985722522629908e-02 5.742345266547225092e-04 -9.999157124143188968e-02
6.372852051027244613e-02 -6.332837739309671310e-02 1.905663897321099246e-04 -6.757310259100261784e-02
1.146656692406227140e-01 -1.141429878720407604e-01 3.226418803425440781e-05 -3.866277299281757618e-02
8.877891847884927801e-02 -8.804177597353921025e-02 1.764356801549760481e-06 -1.639688865706786722e-02
2.032216523639752137e-01 -1.976034128983329419e-01 0.000000000000000000e+00 -3.183976049121029113e-03
2.124779017912873658e-01 -1.889517941564381187e-01 2.127634644393205654e-01 -2.049864279749699092e-01
2.273056920690881277e-01 -1.743529816887414985e-01 1.731128876943154593e-01 -3.560491020652026967e-02
1.730808653704632161e-01 -3.557753888018869159e-02 2.802796221013014732e-01 -2.049486483927733249e-01
2.468320957915940972e-01 -1.546561041749648369e-01 3.372795258785059591e-01 -2.041362314054072091e-01
2.699131626292065045e-01 -1.312350289683986704e-01 3.777597985976969275e-01 -2.026327959744369800e-01
2.950527146330028661e-01 -1.058551282632291257e-01 3.978118483638089509e-01 -2.006763402945928865e-01
3.204588453490938571e-01 -8.032074655653037576e-02 4.009964769190224598e-01 -1.934678358010935018e-01
3.443902634466109447e-01 -5.624417354068585173e-02 4.015328411430913458e-01 -1.771724061936955363e-01
3.653983518959889043e-01 -3.510236158786805838e-02 4.016508233504115233e-01 -1.523470043051624589e-01
3.823552867732343818e-01 -1.819255485037566539e-02 4.013390928633817079e-01 -1.219047777888469936e-01
3.944036051934478593e-01 -6.390977549244571641e-03 4.008691507531480513e-01 -8.923906976979407990e-02
4.014787262625391095e-01 -2.940899297436543893e-04 4.007138059595591884e-01 -5.788407110402574857e-02
4.929727540634105121e-01 -1.560485449023419529e-13 4.011377397851068616e-01 -3.083585170881990301e-02
7.515456171241219341e-01 -2.224893806723327937e-17 4.017454287674261937e-01 -1.054855715659917988e-02
1.164988802301312631e+00 -1.716392259138960733e-17 4.030974812189843104e-01 -3.665733665596224063e-05
1.685098477290720043e+00 -2.904055869263645458e-17 5.685881640379237822e-01 -8.833774424425396202e-13
2.266681949188615874e+00 -2.374739709372829005e-17 1.041597290209246740e+00 -2.521466784718485658e-17
2.867988570933036829e+00 -9.732049940266525880e-17 1.733280698463196767e+00 -1.612155345497671539e-17
3.449967459722617313e+00 -1.156261748571550304e-16 2.523137942516274546e+00 -6.375140999336166703e-17
3.977242487971579976e+00 -3.630950905255076989e-17 3.312417685377219811e+00 -1.762262216621061591e-16
4.419109299502451016e+00 -2.906946925743891292e-17 4.016806066361380267e+00 -1.008437416856310747e-16
4.749211558632792318e+00 -2.108171559282164372e-17 4.566960404726028599e+00 -7.546776289932692969e-17
4.946206733711226100e+00 -2.509963124174791004e-17 4.905849361517842233e+00 -7.819153558349768423e-17
