1.000000000000000056e-01 2.275554174362451114e-09 2.293200414474344287e-09 2.387771628801421433e-09 2.689333302175306831e-09 3.507537710782948372e-09 5.823301065833771619e-09 1.389599227262600613e-08 5.072845337544617414e-08 1.753179939576057231e-07 4.621247010309268847e-07
3.002004008016032621e-01 1.790640010521035094e-07 1.804525754374519670e-07 1.878943344039371437e-07 2.116240454564768491e-07 2.760079518853259567e-07 4.582330012519892063e-07 1.093460554775404715e-06 3.991716230762271255e-06 1.379515164178815218e-05 3.636201910074607211e-05
5.004008016032064354e-01 1.298055387330610260e-06 1.308121115927513212e-06 1.362066148558530001e-06 1.534081672873386538e-06 2.000795748726092952e-06 3.321721436730577924e-06 7.926340704149768219e-06 2.893463927947260435e-05 9.999275777311013042e-05 2.635526379283603237e-04
7.006012024048097198e-01 4.541255054572509410e-06 4.576468964559489618e-06 4.765189941247654183e-06 5.366966592921442642e-06 6.999703096555569214e-06 1.162073076716721265e-05 2.772884959114119231e-05 1.012185170061537010e-04 3.497722255491976843e-04 9.218266595661235531e-04
9.008016032064128931e-01 1.096612588205868117e-05 1.105115599950779574e-05 1.150685518952850268e-05 1.295994347063332032e-05 1.690242201821250551e-05 2.806038406500193462e-05 6.695402516908287858e-05 2.443886629694413948e-04 8.444457339506750669e-04 2.225294893772084177e-03
1.101002004008016177e+00 2.100923682527777050e-05 2.117213088975860593e-05 2.204512269377544099e-05 2.482882034522870460e-05 3.238139317881557597e-05 5.375616166296226463e-05 1.282600219953148528e-04 4.681280396220186663e-04 1.617372606574747629e-03 4.261505642666513390e-03
1.301202404809619573e+00 3.423745587046563498e-05 3.450289526446227099e-05 3.592545187658238904e-05 4.046151529526905127e-05 5.276834830951325104e-05 8.759737676841316200e-05 2.089915954047134395e-04 7.627160911355677139e-04 2.634820606914687301e-03 6.941039213464686441e-03
1.501402805611222746e+00 4.942716666215689380e-05 4.981033621701512482e-05 5.186383420239033300e-05 5.841171761316627127e-05 7.617654896710316368e-05 1.264503740735616337e-04 3.016660082835800069e-04 1.100808353862781953e-03 3.802145404491206852e-03 1.001390321376972870e-02
1.701603206412825919e+00 6.490846697759916346e-05 6.541159585105323191e-05 6.810797801653996385e-05 7.670572265651740907e-05 1.000314963400374617e-04 1.660399355627596826e-04 3.960775396449737768e-04 1.445126111508117546e-03 4.990401286679923935e-03 1.313980523373523696e-02
1.901803607214429093e+00 7.901561535956897983e-05 7.962801247215644965e-05 8.290997810510175614e-05 9.337482290768741742e-05 1.217653724082434411e-04 2.021024421622035091e-04 4.820501769832045481e-04 1.758510598665827653e-03 6.071115187084147845e-03 1.597991191296531735e-02
2.102004008016032266e+00 9.047226498915270163e-05 9.117334223109944632e-05 9.493054985372853527e-05 1.069106021982336530e-04 1.394108751660750212e-04 2.313718420007709908e-04 5.517906797609250938e-04 2.012514594157002214e-03 6.945987084532932558e-03 1.827516531422246696e-02
2.302204408817635439e+00 9.859940102350961562e-05 9.936330830705974982e-05 1.034572165107941792e-04 1.165106665722824721e-04 1.519216757050071765e-04 2.521115722447287203e-04 6.011574548389929168e-04 2.192032087667428013e-03 7.562877721943835410e-03 1.988837968753789237e-02
2.502404809619239057e+00 1.033232734384354547e-04 1.041235938491542374e-04 1.084126240821098612e-04 1.220879839865616904e-04 1.591845265145958510e-04 2.641344352231694771e-04 6.297070811144018371e-04 2.295463001147175428e-03 7.916352056934840287e-03 2.080557941384977849e-02
2.702605210420842230e+00 1.050346547075448625e-04 1.058480066763413987e-04 1.102068482795408842e-04 1.241045104939808715e-04 1.618021893843787375e-04 2.684419597160800581e-04 6.398327263087233516e-04 2.331562252258042277e-03 8.036761080186961143e-03 2.110711521212893862e-02
2.902805611222445403e+00 1.043836753600572054e-04 1.051917226663090266e-04 1.095221047896924121e-04 1.233286891973265373e-04 1.607770938571252196e-04 2.666990109727228006e-04 6.355096555758128502e-04 2.314855797486003227e-03 7.974377792454467873e-03 2.092576806545442397e-02
3.103006012024048577e+00 1.020865411083873435e-04 1.028765034250603961e-04 1.071099310447703404e-04 1.206070070074546403e-04 1.572133627723030429e-04 2.607389946277565091e-04 6.211141471821537020e-04 2.261326927200566460e-03 7.784478652888718840e-03 2.040738741076949039e-02
3.303206412825651750e+00 9.878920176532273031e-05 9.955330807855997783e-05 1.036481323594499055e-04 1.167028746174608749e-04 1.521066750414871689e-04 2.522149881547342074e-04 6.005910231550464938e-04 2.185377425030283604e-03 7.516842154084804953e-03 1.968321348466843881e-02
3.503406813627254923e+00 9.499913842334528537e-05 9.573355187459258754e-05 9.966920806729006558e-05 1.122160212517703606e-04 1.462391599897945723e-04 2.424253132859173065e-04 5.770377035406782686e-04 2.098310748556011813e-03 7.210514913868908832e-03 1.885611148004989052e-02
3.703607214428858097e+00 9.107308665042018357e-05 9.177673478944610929e-05 9.554747307919875189e-05 1.075680001342188731e-04 1.401605229089962002e-04 2.322822931100828865e-04 5.526300242806956448e-04 2.008063329396315381e-03 6.892893705542645771e-03 1.799819100394756816e-02
3.903807615230461270e+00 8.723900037993917239e-05 8.791257619730549343e-05 9.152210800723914778e-05 1.030281583636923347e-04 1.342219409578111137e-04 2.223686043344990791e-04 5.287570191082422572e-04 1.919698360982473144e-03 6.581440862799164612e-03 1.715536029490587894e-02
4.104008016032063999e+00 8.363150316657417432e-05 8.427674131485484300e-05 8.773436035656136047e-05 9.875554100280224809e-05 1.286307294345540931e-04 2.130280767723767663e-04 5.062377568638777624e-04 1.836198314689800083e-03 6.286427941494898350e-03 1.635457561465573223e-02
4.304208416833667172e+00 8.032617175203391705e-05 8.094539063750985273e-05 8.426351886207119029e-05 9.483940905059719121e-05 1.235031877926445938e-04 2.044534322100221961e-04 4.855307210517886655e-04 1.759229358205404749e-03 6.013577874551123345e-03 1.561080696795480623e-02
4.504408817635270346e+00 7.736508069390423813e-05 7.796092250799025066e-05 8.115371688075065804e-05 9.132942532529568687e-05 1.189039617490289638e-04 1.967516109687374355e-04 4.668896036750058796e-04 1.689709568534327865e-03 5.766026088952466537e-03 1.493219789347351861e-02
4.704609218436873519e+00 7.477184595164744312e-05 7.534713318413790788e-05 7.842971666094790233e-05 8.825342890711176870e-05 1.148692159754302763e-04 1.899822144753938774e-04 4.504549229691641845e-04 1.628142733069554236e-03 5.545470837275395110e-03 1.432308573343200192e-02
4.904809619238477580e+00 7.255811908643882227e-05 7.311576131363852166e-05 7.610372314413102880e-05 8.562510761716015902e-05 1.114166354941782412e-04 1.841740932539662917e-04 4.362935411361297533e-04 1.574762244823441851e-03 5.352668679463675958e-03 1.378530117069633187e-02
5.105010020040080754e+00 7.072509358507634539e-05 7.126800593012338591e-05 7.417696476174645982e-05 8.344577911959185246e-05 1.085477505764837809e-04 1.793292127930344040e-04 4.244079139302158127e-04 1.529565012265182017e-03 5.187552431089210991e-03 1.331848204776783957e-02
5.305210420841683927e+00 6.926351795575061367e-05 6.979453987103760755e-05 7.263970829847905255e-05 8.170441060349826665e-05 1.062479708946121714e-04 1.754227366420698818e-04 4.147363949165282118e-04 1.492313172995595382e-03 5.049240151519460151e-03 1.292010839172865432e-02
5.505410821643287100e+00 6.815461465783818884e-05 6.867643600137289517e-05 7.147222447774174297e-05 8.037871016027916984e-05 1.044880200175122989e-04 1.724054424245119162e-04 4.071591386621005557e-04 1.462556426028011752e-03 4.936116282735299524e-03 1.258573082889113785e-02
5.705611222444890274e+00 6.737284923945454772e-05 6.788795801980703501e-05 7.064769474181501071e-05 7.943840357926793970e-05 1.032282175136237389e-04 1.702108571040945786e-04 4.015152315687509034e-04 1.439695159077380559e-03 4.846052795726371945e-03 1.230956440774501337e-02
