1.000000000000000056e-01 5.263076060205661754e-06 5.949283266469622186e-06 4.602341604375617295e-06 6.516178757932513280e-06 3.969002934476833260e-06 7.172171896954958744e-06 7.741306245183318679e-06 3.304817717634109933e-06 8.183795944041004022e-06 2.729508617381377114e-06
3.002004008016032621e-01 3.936656142882072893e-04 4.456189778032695610e-04 3.437714848207483118e-04 4.887417833484766902e-04 2.961229397276044970e-04 5.386220757065430251e-04 5.820335284615896221e-04 2.464380921260173464e-04 6.159438505990990579e-04 2.037260389587587661e-04
5.004008016032064354e-01 2.569366830369852316e-03 2.916895592438929156e-03 2.237566029932220625e-03 3.208227173065513870e-03 1.923326547668219311e-03 3.545063874155111351e-03 3.840165605051186221e-03 1.599734623070361156e-03 4.072938242986824144e-03 1.326399013594172904e-03
7.006012024048097198e-01 7.608796317926656491e-03 8.676930012550328197e-03 6.599901213019194329e-03 9.587005765282803280e-03 5.658961490376636545e-03 1.063972482493471053e-02 1.157215576439995022e-02 4.711342283720355677e-03 1.231918015881091483e-02 3.938084213465355317e-03
9.008016032064128931e-01 1.443851578819745768e-02 1.656485056537022535e-02 1.246859283089472512e-02 1.842217524070030935e-02 1.068247073181856008e-02 2.057820149357162884e-02 2.252029974056548450e-02 8.953126339442597781e-03 2.411200035632611594e-02 7.640068435228609955e-03
1.101002004008016177e+00 1.980401246102814553e-02 2.286319378394720270e-02 1.707472718686841445e-02 2.564054804133449050e-02 1.473954505538443635e-02 2.890303221496148475e-02 3.191896117202745048e-02 1.265285255990546663e-02 3.447212052015483086e-02 1.135074981621326563e-02
1.301202404809619573e+00 2.059903037714938198e-02 2.376949320854834097e-02 1.801762873571102069e-02 2.684872719343379607e-02 1.614432939306090567e-02 3.059844166851702699e-02 3.421632911292377816e-02 1.486329079915601689e-02 3.742847399192296420e-02 1.482772514047041995e-02
1.501402805611222746e+00 1.715859152044112157e-02 1.901528524343016474e-02 1.621543566249970467e-02 2.118187503944549480e-02 1.636462613930802362e-02 2.420403155454977154e-02 2.739011145315821752e-02 1.751083830156794155e-02 3.045897214885860335e-02 2.037447996515737506e-02
1.701603206412825919e+00 1.505153509704231993e-02 1.398375550910605121e-02 1.735722169768233805e-02 1.368089092330243041e-02 2.111653787792000178e-02 1.446340066289070712e-02 1.581813551914139013e-02 2.610201259099044491e-02 1.752150486932672543e-02 3.316255710640945986e-02
1.901803607214429093e+00 2.361525290377506150e-02 1.839022891371232607e-02 3.028744241892946179e-02 1.413596170190444846e-02 3.860062935248256832e-02 1.130124555982634990e-02 9.387312574889129443e-03 4.785983640937448852e-02 8.290393821131072927e-03 5.928473103428128638e-02
