9.382015406133620283e-03 -4.691007703066810142e-03 9.382208701569919734e-03 -4.690350532806808470e-03
4.615306898943172254e-02 -2.307653449471586127e-02 4.620956653335962783e-02 -2.291440045452447852e-02
9.999999999999999167e-02 -4.999999999999999584e-02 1.012838164638877464e-01 -4.790890112834240988e-02
1.538469310105683163e-01 -7.692346550528415816e-02 1.623171138496151689e-01 -7.460408892619714571e-02
1.906179845938663908e-01 -9.530899229693319541e-02 1.725509206976849064e-01 -3.547987890857763615e-02
2.093820154061336591e-01 -9.530899229693319541e-02 1.952522494655832275e-01 -9.620839100337683081e-02
2.461530689894317614e-01 -7.692346550528414428e-02 2.149916361834563749e-01 -9.065220218342512348e-02
3.000000000000000444e-01 -5.000000000000000971e-02 2.603179999410793477e-01 -6.871220601593056032e-02
3.538469310105683552e-01 -2.307653449471585086e-02 3.181926119042980394e-01 -4.151502575484902063e-02
3.906179845938664297e-01 -4.691007703066810142e-03 3.698729312041928452e-01 -1.615196451973871170e-02
4.985111617644029103e-01 0.000000000000000000e+00 4.023636637791561665e-01 -1.162590997223802904e-03
8.846072243890330533e-01 0.000000000000000000e+00 6.332307246579174098e-01 4.133811975896928819e-10
1.449999999999999734e+00 0.000000000000000000e+00 1.214814939970810581e+00 1.731690451776346988e-14
2.015392775610966858e+00 0.000000000000000000e+00 1.869453969382520508e+00 -2.421579262277952388e-17
2.401488838235597001e+00 0.000000000000000000e+00 2.350335367864918368e+00 3.336767564249401342e-17
