1.000000000000000056e-01 5.316507660958112263e-05 8.218105569782019164e-04 3.707661157099769941e-04 1.530058646441393707e-05 1.662563056113801037e-04 8.964133875184763850e-04
3.002004008016032621e-01 4.206816095377399062e-03 5.072945875568158486e-02 2.341362386124808126e-02 1.521564295643432685e-03 1.296388715632018802e-02 5.516257263209173312e-02
5.004008016032064354e-01 3.062109741551273523e-02 2.529007813366677127e-01 1.256112643518730310e-01 1.337498804749047074e-02 9.233470478781219404e-02 2.711595510770655748e-01
7.006012024048097198e-01 1.069330656412991604e-01 5.973364795668782978e-01 3.444124224854485661e-01 4.771253471426281645e-02 3.149063237492666367e-01 6.193935857078279872e-01
9.008016032064128931e-01 2.568739508318650389e-01 9.073443198109627517e-01 6.579358958192150775e-01 1.069344216124861469e-01 7.355469652053501228e-01 8.904952100923032576e-01
1.101002004008016177e+00 4.897186843241111420e-01 8.300870353602944895e-01 8.637754247275674091e-01 1.950973827765262458e-01 1.351794573061091631e+00 7.435070157787453393e-01
1.301202404809619573e+00 7.938635827398394795e-01 3.723810540255765855e-01 7.807287934466207169e-01 3.102118747777929397e-01 2.094361833957363750e+00 2.678868485005657107e-01
1.501402805611222746e+00 1.136799688585137913e+00 2.854016960186537069e-02 5.023734333625916593e-01 4.200336597791341497e-01 2.847760165414474631e+00 2.268337528014023607e-03
1.701603206412825919e+00 1.476793065696609064e+00 8.686127050368692981e-02 1.854999765781059629e-01 4.998783383447064632e-01 3.489417193144783269e+00 1.703272850421436446e-01
1.901803607214429093e+00 1.776012709390169864e+00 5.003470661384435969e-01 2.953824288191123602e-03 5.542230229851466961e-01 3.927605950746052788e+00 6.142470173180322179e-01
2.102004008016032266e+00 2.005498435686682068e+00 8.806202981152493336e-01 1.160627088897933645e-01 5.687732685904951513e-01 4.122757638474767283e+00 8.890979869554437309e-01
2.302204408817635439e+00 2.150477610936971651e+00 7.759080007046155192e-01 4.232147183053006079e-01 5.251396741212794872e-01 4.087248368632907969e+00 6.446785008789643889e-01
2.502404809619239057e+00 2.214258444595767372e+00 3.471200587841763996e-01 7.268469259131969951e-01 4.482191694816707317e-01 3.869025276200179775e+00 1.961317297962150430e-01
2.702605210420842230e+00 2.210156974771839700e+00 3.084919911617634708e-02 8.852497833748207423e-01 3.623530405410639310e-01 3.530171619984147746e+00 1.221415376647736668e-05
2.902805611222445403e+00 2.152594820154583033e+00 8.924367577464338563e-02 7.498803724760162437e-01 2.630049447121855510e-01 3.129798193321021049e+00 2.153186543148022658e-01
3.103006012024048577e+00 2.057971172940558535e+00 5.254010430941105092e-01 3.994015003196373925e-01 1.621239391021808696e-01 2.714612336852912922e+00 6.927715967467650282e-01
3.303206412825651750e+00 1.943249586651496275e+00 8.854206737702765562e-01 1.023449018247567510e-01 8.427780772453820346e-02 2.316194314390699116e+00 9.250816656017570860e-01
3.503406813627254923e+00 1.819350151491821110e+00 8.122017832678963822e-01 7.124153762682814946e-04 3.134506894514606928e-02 1.952648889391636278e+00 6.874422037505557581e-01
3.703607214428858097e+00 1.692234794646691798e+00 4.470372211840908938e-01 1.561021571627410898e-01 2.625918116882154651e-03 1.632096392281054520e+00 2.716501967016416441e-01
3.903807615230461270e+00 1.568248845925646728e+00 7.607478851548678256e-02 5.030114706719708284e-01 5.971993344549593810e-03 1.356090086913459558e+00 8.101625529708800580e-03
4.104008016032063999e+00 1.451985907651638597e+00 4.879216531984448962e-02 7.915596901405014263e-01 3.790391220276530249e-02 1.122293536262852331e+00 1.590660422157895992e-01
4.304208416833667172e+00 1.343468510411873540e+00 4.311345904576566745e-01 8.887617784090946493e-01 9.653562474823071393e-02 9.264507919547343429e-01 6.133697727454098247e-01
4.504408817635270346e+00 1.242462424669422028e+00 8.042276831890265987e-01 7.777812108237546207e-01 1.857608551242577732e-01 7.636608812702655458e-01 8.871023066864881512e-01
4.704609218436873519e+00 1.150700758108906374e+00 8.716600356374891723e-01 4.573066379102407875e-01 2.910886063269859103e-01 6.290404985894901824e-01 7.875744176300628618e-01
4.904809619238477580e+00 1.068000491450139533e+00 5.886302435731186611e-01 1.219455849483135484e-01 3.996247527697242008e-01 5.180598002057816842e-01 4.130397854493271237e-01
5.105010020040080754e+00 9.921072853192526297e-01 1.475652551317732653e-01 6.454423927381632031e-05 5.221855311302843194e-01 4.267338086377326922e-01 4.546981668124464027e-02
5.305210420841683927e+00 9.227320152331699443e-01 1.250118621159252048e-02 1.224355903997767919e-01 6.511332340928629447e-01 3.516645079073069113e-01 8.208957884261409987e-02
5.505410821643287100e+00 8.606612160776426768e-01 2.988859018297390091e-01 4.438273979821629744e-01 7.559152563880376929e-01 2.899795244445051989e-01 4.661860174962363379e-01
5.705611222444890274e+00 8.044631707844493995e-01 7.042683307398116543e-01 7.915487392896713992e-01 8.396723536769353791e-01 2.392767909365018653e-01 8.179802574483538979e-01
5.905811623246493447e+00 7.524180955701620377e-01 9.226156405852826703e-01 9.085389995028696486e-01 9.194453755779763426e-01 1.975833352092389861e-01 8.846208621052390475e-01
6.106012024048096620e+00 7.050470137923643410e-01 7.075910388918055238e-01 7.710291349977944630e-01 9.709168826560873322e-01 1.632834136694949201e-01 5.519403747879907396e-01
6.306212424849699794e+00 6.625969998118175219e-01 2.293515997786561289e-01 4.903736658636335122e-01 9.731363789034649381e-01 1.350426575609005864e-01 1.077674519474209058e-01
6.506412825651302967e+00 6.234162362380670785e-01 1.431548665229559741e-04 1.662987819558957858e-01 9.519683282931991064e-01 1.117667638536153918e-01 2.346749954942865465e-02
6.706613226452906140e+00 5.867503713833098766e-01 1.818298918597928693e-01 9.052437445835868641e-04 9.177754256364927254e-01 9.256927667768352630e-02 3.199696308378167653e-01
6.906813627254509314e+00 5.534950549024875155e-01 6.110143291433157708e-01 1.119525579576552410e-01 8.439941954941133639e-01 7.672530164247089168e-02 7.425028764682342075e-01
7.107014028056112487e+00 5.233722276050760680e-01 9.397485473336021355e-01 3.960000520720482475e-01 7.350289646567318425e-01 6.363519357704607027e-02 9.451359547863782407e-01
7.307214428857715660e+00 4.949365960750691240e-01 7.889691707945341026e-01 7.277629663266165227e-01 6.242324809604427038e-01 5.280946080112500912e-02 6.646290678375785799e-01
7.507414829659318833e+00 4.682112960596252482e-01 3.229536872054016849e-01 9.307094208442335814e-01 5.114437502951680870e-01 4.385203639654952634e-02 1.930312063332316752e-01
7.707615230460922007e+00 4.440459326647631655e-01 1.996282932800416687e-02 8.214759049090928356e-01 3.833371517556257713e-01 3.643603604282264624e-02 1.173064723488217905e-04
7.907815631262525180e+00 4.217792995125148603e-01 9.557383342753411615e-02 4.954795748867411587e-01 2.598182357458069802e-01 3.028950641205602201e-02 1.996348187262868279e-01
8.108016032064128353e+00 4.003456828011607849e-01 5.174575932786870114e-01 1.806271627948606018e-01 1.615588499221294050e-01 2.519122208354798720e-02 6.549518704293567639e-01
8.308216432865732415e+00 3.802376446546910094e-01 9.131871171290992795e-01 7.413137154398226174e-03 8.333206504978472873e-02 2.096167835057858794e-02 9.551180400826924100e-01
8.508416833667334700e+00 3.620675993347463595e-01 8.420191016546033635e-01 8.700017859294992273e-02 2.566738571535117502e-02 1.745083501072761806e-02 7.531782582309046736e-01
8.708617234468938761e+00 3.449853885868404690e-01 4.283889821783521401e-01 3.971012940885154108e-01 8.835381314662029513e-04 1.453333000385241547e-02 2.997105152911107018e-01
8.908817635270541047e+00 3.283078747864073832e-01 7.101140386513769831e-02 7.090701858376744493e-01 8.264402014729865451e-03 1.210773204784211694e-02 1.683383875584605963e-02
9.109018036072145108e+00 3.127393599419461823e-01 3.831530993822002823e-02 8.734731647844127256e-01 4.505686512524794546e-02 1.009136872860458625e-02 1.075369024565127618e-01
9.309218436873747393e+00 2.986416730259432439e-01 4.171986474316193849e-01 8.392918471064612085e-01 1.157078424282671353e-01 8.414159711234110717e-03 5.496412343065800732e-01
9.509418837675351455e+00 2.851270653194836191e-01 8.519266491296623167e-01 5.635907911179641738e-01 2.104329884550777130e-01 7.017428789278167163e-03 9.210368795418898413e-01
9.709619238476955516e+00 2.718040304002944940e-01 8.756774881831240753e-01 1.984547416939475561e-01 3.133023794663179484e-01 5.854074957082751503e-03 8.221828696061574959e-01
9.909819639278557801e+00 2.594290189652642131e-01 5.371490678090560245e-01 7.501251476824565521e-03 4.301011751420935059e-01 4.885524507943360580e-03 4.188757466621087500e-01
1.011002004008016186e+01 2.481879509671205686e-01 1.462086379260649771e-01 6.678150491444265202e-02 5.628449219439488616e-01 4.078572572996834802e-03 6.894906186102987833e-02
1.031022044088176415e+01 2.372362531059419577e-01 6.757969731615231894e-03 3.361806178423487057e-01 6.831625145853515990e-01 3.405379978844651646e-03 4.232611163721662628e-02
1.051042084168336821e+01 2.263529778180167207e-01 3.133853343921795820e-01 7.067114040584348000e-01 7.734562780577488583e-01 2.843845933729694051e-03 4.313553521292177728e-01
1.071062124248497049e+01 2.162715098446148232e-01 7.703749175112954983e-01 9.206869300259907796e-01 8.521094458361909707e-01 2.375822164349261720e-03 8.565867991464566344e-01
1.091082164328657456e+01 2.071015570882125401e-01 8.920844971611968655e-01 8.259800916882685806e-01 9.218284901252297159e-01 1.985405901828936164e-03 8.711046432273388263e-01
1.111102204408817684e+01 1.980698008998123538e-01 6.368945341183901432e-01 5.458439313628701273e-01 9.501724089380507721e-01 1.659210398299127776e-03 5.366989949282889860e-01
1.131122244488978090e+01 1.890098633223775693e-01 2.372798996805936533e-01 2.348221646213059233e-01 9.280229555866461588e-01 1.386767862522228674e-03 1.483112472522768732e-01
1.151142284569138319e+01 1.806035447788251480e-01 1.190362342946956354e-03 2.005341481097574693e-02 8.856312014901053242e-01 1.159518728855057478e-03 6.056344989248124352e-03
1.171162324649298725e+01 1.729797331434376195e-01 2.130076407961617735e-01 6.242428428747244518e-02 8.322301337583417613e-01 9.698000464677382316e-04 3.095442252347870293e-01
1.191182364729458953e+01 1.654462333464179757e-01 6.790253857153314421e-01 3.470400556654474888e-01 7.438729800183458973e-01 8.110770414243854065e-04 7.727812747644824398e-01
1.211202404809619360e+01 1.577927161827157865e-01 8.933865367293503112e-01 6.584343634641245391e-01 6.203873106596911047e-01 6.783322927947085324e-04 9.000997641476774502e-01
1.231222444889779588e+01 1.506267723703909878e-01 7.177185433944947013e-01 8.546931736221097253e-01 4.949584579254617811e-01 5.675456897683479364e-04 6.404959630394903014e-01
1.251242484969939994e+01 1.441760244834916216e-01 3.335579927008248680e-01 8.639528011097390436e-01 3.819327175505031757e-01 4.750341120284109001e-04 2.435579358013050255e-01
1.271262525050100223e+01 1.378563473375970516e-01 2.365084437151320287e-02 6.192554562439193111e-01 2.691835258525598906e-01 3.975543452070251244e-04 2.978535646698221920e-03
1.291282565130260629e+01 1.313407578255535724e-01 1.218497722149320395e-01 2.444930623869327746e-01 1.594623003447874221e-01 3.326477310930419425e-04 1.923706152255105495e-01
1.311302605210421035e+01 1.251110795381517593e-01 5.799046163296075473e-01 1.710854422595534108e-02 7.503240300351601832e-02 2.784407075901556010e-04 6.725311020977358112e-01
1.331322645290581264e+01 1.195407611117417501e-01 8.885991260369829892e-01 4.818787651031879171e-02 2.415414259128787280e-02 2.331986476847229376e-04 9.169143128394973141e-01
1.351342685370741670e+01 1.142237266528655232e-01 7.818562626206172483e-01 2.838517834067715295e-01 1.273184345698929890e-03 1.952954123282280182e-04 7.289742573670302539e-01
1.371362725450901898e+01 1.086954238726380029e-01 4.190936432119062305e-01 6.376700977450879826e-01 9.239235843549874205e-03 1.634750143342653854e-04 3.374408770086383957e-01
1.391382765531062304e+01 1.032155164765449357e-01 7.059651953691711834e-02 9.162332187739874456e-01 5.322169527528106819e-02 1.368567908059798420e-04 3.272714865434579040e-02
1.411402805611222533e+01 9.827716589378469869e-02 4.809911602987692464e-02 8.895897862009100043e-01 1.231457107517054533e-01 1.146634615722109095e-04 9.051897077878590103e-02
1.431422845691382939e+01 9.375885539184601603e-02 4.589074965156351715e-01 5.870155774477275878e-01 2.091990366984880223e-01 9.609705235363597822e-05 5.417655795926076268e-01
1.451442885771543168e+01 8.914164554988315836e-02 8.806539601213498880e-01 2.468042169628524851e-01 3.179019411464941158e-01 8.048151924916588547e-05 9.239166214259152410e-01
1.471462925851703574e+01 8.435958065928969574e-02 8.613948508564965856e-01 3.339076317385032688e-02 4.502071955926963964e-01 6.736991118457315850e-05 8.308653762828474010e-01
1.491482965931863802e+01 7.987135814995528771e-02 4.926162170465842038e-01 2.900199413974237708e-02 5.811166756370286235e-01 5.643487298394260347e-05 4.250000999953510439e-01
1.511503006012024208e+01 7.590019261113392646e-02 1.194551721667780481e-01 2.836773995800536130e-01 6.855989931991419706e-01 4.732274005093435728e-05 7.618955801288072871e-02
1.531523046092184437e+01 7.209342062673464169e-02 8.562811087729271797e-03 6.694439234359986779e-01 7.711104071853466246e-01 3.967008619593654896e-05 2.686028744544651653e-02
1.551543086172344843e+01 6.808209138669948923e-02 3.035384658034869232e-01 8.972319875173755399e-01 8.553892055531726601e-01 3.321100565248000079e-05 3.679083317530266184e-01
1.571563126252505072e+01 6.402822740814105573e-02 8.049157774845373536e-01 8.368512904305293043e-01 9.260168847781816703e-01 2.779400743295249961e-05 8.546190521096507231e-01
1.591583166332665478e+01 6.034818674959271240e-02 9.782351178062095309e-01 5.923804950216176035e-01 9.490897911278260990e-01 2.329268431642546216e-05 9.668648035745990299e-01
1.611603206412825884e+01 5.709123619907573166e-02 6.291529114840853643e-01 2.935966063160401207e-01 9.167674824560797520e-01 1.954392261062184145e-05 5.745724381855119578e-01
1.631623246492986468e+01 5.388786216949668917e-02 1.667028709898949190e-01 5.123421880061791028e-02 8.579206457760683024e-01 1.638270475781180831e-05 1.253284156882637501e-01
