0.000000000000000000e+00 3.514866045909864622e-01 -6.500000000000000000e+01
0.000000000000000000e+00 3.426881052477199208e-01 -6.448979591836734926e+01
0.000000000000000000e+00 3.337652502116345010e-01 -6.397959183673469141e+01
0.000000000000000000e+00 3.247103169344937590e-01 -6.346938775510204067e+01
0.000000000000000000e+00 3.155146849924991281e-01 -6.295918367346938993e+01
0.000000000000000000e+00 3.061686815626809000e-01 -6.244897959183673208e+01
0.000000000000000000e+00 2.966613909639445046e-01 -6.193877551020408134e+01
0.000000000000000000e+00 2.869804175013363490e-01 -6.142857142857143060e+01
0.000000000000000000e+00 2.771115868264267257e-01 -6.091836734693877276e+01
0.000000000000000000e+00 2.670385651563960128e-01 -6.040816326530612201e+01
0.000000000000000000e+00 2.567423669603815517e-01 -5.989795918367347127e+01
0.000000000000000000e+00 2.462007084298878656e-01 -5.938775510204081343e+01
0.000000000000000000e+00 2.353871433020393589e-01 -5.887755102040816269e+01
0.000000000000000000e+00 2.242698842743897913e-01 -5.836734693877551194e+01
0.000000000000000000e+00 2.128101579229827178e-01 -5.785714285714285410e+01
0.000000000000000000e+00 2.009598456568159608e-01 -5.734693877551020336e+01
0.000000000000000000e+00 1.886579913997224189e-01 -5.683673469387755262e+01
0.000000000000000000e+00 1.758254304835462356e-01 -5.632653061224489477e+01
0.000000000000000000e+00 1.623561347748259109e-01 -5.581632653061224403e+01
0.000000000000000000e+00 1.481024284125244950e-01 -5.530612244897959329e+01
0.000000000000000000e+00 1.328477563379320547e-01 -5.479591836734694255e+01
0.000000000000000000e+00 1.162511611805496503e-01 -5.428571428571428470e+01
0.000000000000000000e+00 9.771628918695986210e-02 -5.377551020408163396e+01
0.000000000000000000e+00 7.600140927300064186e-02 -5.326530612244897611e+01
0.000000000000000000e+00 4.737135403088347380e-02 -5.275510204081632537e+01
0	0	-5.25
2.978393563055953611e-02 -9.854816545505459997e-04 -5.224489795918367463e+01
6.159098483740927527e-02 -4.242267653241905100e-03 -5.173469387755102389e+01
8.174926018228903524e-02 -7.521643457142323727e-03 -5.122448979591836604e+01
9.775259831450255898e-02 -1.082403829601574080e-02 -5.071428571428571530e+01
1.114060820765456483e-01 -1.414963172759275793e-02 -5.020408163265305745e+01
1.234914949659527000e-01 -1.749858971605772195e-02 -4.969387755102040671e+01
1.344322838779230256e-01 -2.087110863903933120e-02 -4.918367346938775597e+01
1.444885531705882298e-01 -2.426738819391738300e-02 -4.867346938775510523e+01
1.538337026441431166e-01 -2.768764072834000931e-02 -4.816326530612244738e+01
1.625902182865039403e-01 -3.113208926644368130e-02 -4.765306122448979664e+01
1.708484386391646570e-01 -3.460096725136935225e-02 -4.714285714285713880e+01
1.786772615046227086e-01 -3.809451917227608259e-02 -4.663265306122448806e+01
1.861306573233169614e-01 -4.161300063077127270e-02 -4.612244897959183731e+01
1.932518375247094800e-01 -4.515667842693939227e-02 -4.561224489795918657e+01
2.000760343685554221e-01 -4.872583078964583259e-02 -4.510204081632652873e+01
2.066324191747884731e-01 -5.232074765989080251e-02 -4.459183673469387799e+01
2.129454645764286835e-01 -5.594173103226419974e-02 -4.408163265306122014e+01
2.190359359615536017e-01 -5.958909541338676397e-02 -4.357142857142856940e+01
2.249216284361441331e-01 -6.326316851264594809e-02 -4.306122448979591866e+01
2.306179245765401509e-01 -6.696429262784923953e-02 -4.255102040816326792e+01
2.361382225487045072e-01 -7.069282891407401015e-02 -4.204081632653061007e+01
2.414942666512475411e-01 -7.444917482234553185e-02 -4.153061224489795933e+01
2.466963979600994006e-01 -7.823384230882089729e-02 -4.102040816326530148e+01
2.517537292408855154e-01 -8.204781443365337379e-02 -4.051020408163265074e+01
2.566742516512922068e-01 -8.589416786242465296e-02 -4.000000000000000000e+01
