5.000000000000000000e-01 6.461815729437400124e-01 1.795655479639248853e+01 4.655237190055809293e+01 8.565471068602253979e+01 1.352864443033573707e+02
5.190380761523045727e-01 5.230374407384288382e-01 1.645812655138212222e+01 4.287657328818019664e+01 7.910214652607578500e+01 1.250932252867613386e+02
5.380761523046092565e-01 4.376381052448567455e-01 1.512449772946169801e+01 3.954545855885734795e+01 7.337154083264286442e+01 1.159081998694989153e+02
5.571142284569138292e-01 3.599844058083604970e-01 1.392342567142267562e+01 3.666633203383117490e+01 6.809596074148117850e+01 1.077894631240634027e+02
5.761523046092184019e-01 3.040821821978672568e-01 1.283989550479333452e+01 3.406862029268505410e+01 6.332893452494614905e+01 1.005677772745411716e+02
5.951903807615230857e-01 2.576923888587044909e-01 1.186226481945440625e+01 3.175696870718598319e+01 5.903837992575147098e+01 9.395002167876920396e+01
6.142284569138276584e-01 2.170532224218892081e-01 1.101499486549975337e+01 2.961763113652174439e+01 5.521688982058017814e+01 8.793026127590634644e+01
6.332665330661322312e-01 1.714825247695369037e-01 1.026458146823225981e+01 2.764233493865204494e+01 5.178753775178213914e+01 8.240790803606482484e+01
6.523046092184369149e-01 1.371138100562076523e-01 9.583676873248247574e+00 2.586777022508988821e+01 4.862919586018014684e+01 7.742439993636646989e+01
6.713426853707414876e-01 1.170030303234288055e-01 8.944037084288241957e+00 2.429280497031059838e+01 4.569825936756377871e+01 7.290397879491763433e+01
6.903807615230461714e-01 9.802228207648178149e-02 8.347704844806438373e+00 2.286780098554836727e+01 4.300162017319892271e+01 6.875663992408026104e+01
7.094188376753507441e-01 8.722633006324125027e-02 7.821331004322332525e+00 2.154486999729968488e+01 4.055790381240210252e+01 6.493518410864157886e+01
7.284569138276553169e-01 7.068235155776871059e-02 7.359674936225950148e+00 2.030044307068576970e+01 3.833400313978032159e+01 6.141781678499866359e+01
7.474949899799598896e-01 4.777135843208656085e-02 6.938855308692717827e+00 1.914861766788487074e+01 3.628376532074994998e+01 5.817146929068393035e+01
7.665330661322645733e-01 3.569789425564489499e-02 6.542353385175521119e+00 1.810388396908935604e+01 3.438235125152785088e+01 5.515290263850555164e+01
7.855711422845691461e-01 2.653523138436545553e-02 6.165936507215017848e+00 1.715193375641885254e+01 3.261854459993136857e+01 5.234543608432827710e+01
8.046092184368738298e-01 1.764298420235600393e-02 5.820239489707248914e+00 1.627035458525608647e+01 3.097940107310565239e+01 4.975705688266346982e+01
8.236472945891784025e-01 8.427336182965131442e-03 5.510418107725453929e+00 1.544607790299337502e+01 2.945276317515414988e+01 4.737442555850170578e+01
8.426853707414829753e-01 -4.161120195292814829e-03 5.228762255000604320e+00 1.467494519841807410e+01 2.803616463946472592e+01 4.515499042781279826e+01
8.617234468937875480e-01 -1.342520786821200032e-02 4.966728672570562608e+00 1.395599092434875921e+01 2.672783155782825304e+01 4.306386164329316557e+01
8.807615230460922318e-01 -1.863142237973750698e-02 4.720382348659154736e+00 1.328867767456401161e+01 2.551366825043161413e+01 4.109736655652122295e+01
8.997995991983968045e-01 -2.391399367007222831e-02 4.489536148725039588e+00 1.267119085656594279e+01 2.437375873094653400e+01 3.926723495256700147e+01
9.188376753507014882e-01 -2.996667016150456053e-02 4.274958455880688568e+00 1.209786942679393640e+01 2.329685355208262720e+01 3.757047295450479396e+01
9.378757515030060610e-01 -3.569859065150698257e-02 4.076123754647793973e+00 1.156097179783740003e+01 2.228370344852222118e+01 3.598698224518909683e+01
9.569138276553106337e-01 -4.004607369918781329e-02 3.891053153331146763e+00 1.105582787159677238e+01 2.133614499628476580e+01 3.449705657120445323e+01
9.759519038076152064e-01 -4.337702136277475640e-02 3.717359914061233894e+00 1.058203888887426025e+01 2.044851020013827636e+01 3.309112082007523981e+01
9.949899799599198902e-01 -4.666316897710266753e-02 3.553488655191977319e+00 1.013946869452669830e+01 1.961141157696605219e+01 3.176743006772648314e+01
1.014028056112224352e+00 -5.014801119191765466e-02 3.399003274833852117e+00 9.725485237793677129e+00 1.881877792538462302e+01 3.052428742912398008e+01
1.033066132264529147e+00 -5.345312581056879675e-02 3.253807967014101354e+00 9.336543941303737881e+00 1.806930068548146551e+01 2.935570981030738125e+01
1.052104208416833719e+00 -5.597090637107399180e-02 3.117571311615768170e+00 8.970162965097074448e+00 1.736286386715435981e+01 2.825354860359766462e+01
1.071142284569138292e+00 -5.702122114537784558e-02 2.989858065808576271e+00 8.624856167180187327e+00 1.669776143552543957e+01 2.721096566684929385e+01
1.090180360721443087e+00 -5.605885702992844527e-02 2.870332861496748489e+00 8.299210136058880138e+00 1.607120710338825020e+01 2.622316977888234746e+01
1.109218436873747660e+00 -5.298590884710858290e-02 2.758666596860993803e+00 7.991468431692490881e+00 1.548061592996112523e+01 2.528607887318116809e+01
1.128256513026052232e+00 -4.835613999477342273e-02 2.654362164197836993e+00 7.699701691351566346e+00 1.492371874546382848e+01 2.439533573751037565e+01
1.147294589178356805e+00 -4.330646272957742321e-02 2.556721704446008214e+00 7.422097870246779472e+00 1.439809565220994081e+01 2.354658048988540742e+01
1.166332665330661378e+00 -3.920919743763170290e-02 2.464953505082330576e+00 7.157146170216869940e+00 1.390109625179754183e+01 2.273618027904286620e+01
1.185370741482965951e+00 -3.717124643716331750e-02 2.378323611739708632e+00 6.903744187401309240e+00 1.343016323318790839e+01 2.196160868622182250e+01
1.204408817635270523e+00 -3.756448839597333750e-02 2.296275612467550520e+00 6.661278641404217105e+00 1.298312402063981885e+01 2.122141165226098991e+01
1.223446893787575096e+00 -3.976656259174381897e-02 2.218478690511797247e+00 6.429633096797151559e+00 1.255824311412850847e+01 2.051495408582827551e+01
1.242484969939879669e+00 -4.225465002961670963e-02 2.144790323713640756e+00 6.209048696439197990e+00 1.215409283361833204e+01 1.984201870784474764e+01
1.261523046092184464e+00 -4.308087131828052668e-02 2.075145950531130268e+00 5.999862556773012834e+00 1.176935745615556073e+01 1.920233921695966117e+01
1.280561122244489036e+00 -4.057814285783092889e-02 2.009418974049272499e+00 5.802236374205615554e+00 1.140266050447424107e+01 1.859522605286259633e+01
1.299599198396793609e+00 -3.401676426108590084e-02 1.947311159452064899e+00 5.615969999249044164e+00 1.105248151837349369e+01 1.801938105160389725e+01
1.318637274549098404e+00 -2.392676665155549220e-02 1.888320040984310832e+00 5.440442591439323294e+00 1.071719270287007220e+01 1.747290874408169259e+01
1.337675350701402976e+00 -1.193609579325782995e-02 1.831796991030906430e+00 5.274689500411430920e+00 1.039519820045611098e+01 1.695350130537687861e+01
1.356713426853707549e+00 -2.021470921894656843e-04 1.777077612583240596e+00 5.117578765319518830e+00 1.008512477086660830e+01 1.645872621081462484e+01
1.375751503006012122e+00 9.314675458257161075e-03 1.723642804883741553e+00 4.968012974369338863e+00 9.785996020214998481e+00 1.598629992335135519e+01
1.394789579158316695e+00 1.546388415094136597e-02 1.671252492724800920e+00 4.825086561597836443e+00 9.497320831052347145e+00 1.553425943427286171e+01
