6.920119709984604017e-02 -3.451207959642825507e-02
2.390210975302033414e-01 1.925187062065118193e-01
1.795388556132179736e-01 -4.111099823507156914e-02
4.000108136587447460e-01 -4.177141187084337272e-03
4.309370915689628156e-01 -1.623053377704203326e-02
5.624801625075857014e-01 -1.704550819757779875e-03
1.639887436884546412e+00 -7.294128998192796632e-04
1.641725506056104233e+00 4.562713364147339161e-04
1.686835566615691784e+00 -3.173440877436966429e-04
2.318081588787436420e+00 -7.655255450972322850e-06
2.504198347113906209e-01 2.285696720353510014e-01
2.593010895930807913e-01 -9.849564009755676364e-02
2.789737061645118921e-01 -1.391605471503311042e-01
3.650213760956063092e-01 -5.370833434973352333e-02
3.769589342515756725e-01 -8.313968675703342637e-02
4.632167315866133617e-01 -5.158360147311946697e-02
6.934365430539767283e-01 7.578028532326063112e-03
7.381752962636967119e-01 -2.630411371429267411e-02
7.876114515751070355e-01 -1.595190017788794545e-02
1.010438649113380549e+00 -8.251568662001544218e-04
2.363834155648153745e-01 2.183363576212050405e-01
1.309611841501371887e-01 -6.470009182932390246e-02
1.949466041336804512e-01 -5.380392859545714973e-02
2.684539853963858191e-01 -8.474681445788424805e-02
3.033578804226307879e-01 -8.470619295359352319e-02
3.572724682065430701e-01 -1.038048536531850780e-01
4.617473381124550524e-01 -8.571610958323493817e-03
4.635929967586331912e-01 -1.204868810802920201e-02
5.159841359921978343e-01 -3.653705424886473374e-02
6.419742067475653347e-01 -3.629692991583571447e-04
2.293729240801024583e-01 1.978339424311773564e-01
1.529594548956636491e-01 -7.519445565759949601e-02
2.022882208906987278e-01 -5.956622323626192816e-02
3.145541614306399114e-01 -6.683547223891665723e-02
3.397038208799508241e-01 -6.725442923921413907e-02
4.201921965551206339e-01 -7.296164489865802905e-02
2.089833051875574998e+00 -2.752206789410916506e-03
2.094208811462439979e+00 -2.696213670248684066e-03
2.108101228905253421e+00 -7.266584843288753474e-03
2.952457650083830654e+00 -1.670602506672305392e-08
5.147885554162450611e-02 -2.570752438442627796e-02
2.293287092392815862e-01 2.021888639225676854e-01
1.767566672831432373e-01 -3.872085642447892911e-02
2.990670766352934162e-01 -5.332929613922828688e-02
3.397053723657241231e-01 -6.721177447124815352e-02
4.201916613311744153e-01 -7.296134920940812452e-02
1.639637727447819993e+00 -4.034768357446795136e-04
1.641668337635266761e+00 3.802114953149068020e-04
1.665072025300855074e+00 -9.379977652066755905e-03
2.318082203626616433e+00 -7.466668182486644151e-06
2.229855708674584880e-01 1.903358124021378994e-01
2.723490753647248575e-01 -1.355733738652445119e-01
2.553468247970707705e-01 -9.636952476577091697e-02
2.760627744583774579e-01 -9.546702509010404625e-02
2.906633636968413703e-01 -1.314393486019689306e-01
3.082416531512186531e-01 -1.280291230520204937e-01
2.094210223514810121e+00 -2.696955150549790528e-03
2.094388084780967496e+00 -8.818559927625547676e-03
2.097112614124589935e+00 -9.419727370837458966e-03
2.952457649751063506e+00 -1.618007226523918217e-08
9.717628303805057139e-04 -4.858813841300479389e-04
2.368691372248902804e-01 1.944373229587808560e-01
1.732722700865572674e-01 -3.567230358305594623e-02
3.866034751681371451e-01 -6.724589672125860611e-03
4.192814941203625856e-01 -2.283821662324378096e-02
5.467303627544964906e-01 -9.550292365354576610e-03
2.490348014521273079e+00 -9.479829007688853505e-08
2.495726042112239362e+00 -2.204483866715906213e-03
2.520159842302328812e+00 -1.036386613693279822e-03
3.521882165086628547e+00 -1.591776217483492010e-08
1.529592995103709330e-01 -7.519467072166440003e-02
