1.184815158848939731e-03 9.999999999966773245e-01 1.108582889812787257e-12 2.633630400060043080e-12 5.231034234574957481e-12 1.000675354814212445e-11 2.126805146387918521e-11 6.021679271621661729e-11 1.836608023965066225e-10 1.198088552874739969e-10 2.784351387395462888e-11 8.767134115864793396e-12 3.633570334116778817e-12 1.760716992729632805e-12 9.371716952250067210e-13 5.293065592037844441e-13 3.104366243544847981e-13 1.862301644842082519e-13 1.129485079016465307e-13 6.858990759487604427e-14 4.135026846287766438e-14 2.455183269664786647e-14 1.424585172363094830e-14 8.011965218649766721e-15 4.327052867132418281e-15 2.218047406534980039e-15 1.061590729363283371e-15 4.622659917506745821e-16 1.746895332205522759e-16 5.160440413652615139e-17 8.574029424151251441e-18 2.425905447141793239e-21 3.198296348310184146e-18 8.175239647691143619e-18 1.144468284121773752e-17 1.246998548633382842e-17 1.179793228706889236e-17 1.017829151120329424e-17 8.221545804410424593e-18 6.318889107154590105e-18 4.670737974239203310e-18 3.345679539947505472e-18 2.335591116779930332e-18 1.595937678130037964e-18 1.071118784056488760e-18 7.080376941887022167e-19 4.619605923484454617e-19 2.979853141302061164e-19 1.902419318863005259e-19 1.202782416539934904e-19 7.529931023193360307e-20 4.663591561277237889e-20 2.851653967961369890e-20 1.715171547109088857e-20 1.008526073362358184e-20 5.737658904819407939e-21 3.103815861647999795e-21 1.547073302520715123e-21 6.676869064379564538e-22 2.151365805535308170e-22 3.056450988280801254e-23
6.239212321744513901e-03 2.039726608590144080e-13 9.999999864856903287e-01 2.876337590995599789e-09 4.425759208418198462e-09 7.983479150178398827e-09 1.663974253956386449e-08 4.674264925203998813e-08 1.420860052256130067e-07 9.252704536671158189e-08 2.147236845273647340e-08 6.754502820138960492e-09 2.797731029101184567e-09 1.355171060120493489e-09 7.211303625994362938e-10 4.072189965302584246e-10 2.388048153892149345e-10 1.432468228249749714e-10 8.687421944828522617e-11 5.275377657066732999e-11 3.180241276389947890e-11 1.888244203690048957e-11 1.095616031258141894e-11 6.161797566311113164e-12 3.327833133038214596e-12 1.705861196262536317e-12 8.164634547916215228e-13 3.555359143483473278e-13 1.343627943349246014e-13 3.969546401320020517e-14 6.597273522958690835e-15 1.917944074074849924e-18 2.457984604126571348e-15 6.284858542887318080e-15 8.799198419801183552e-15 9.588022416060519659e-15 9.071557953125715996e-15 7.826372031051407853e-15 6.321886518830033783e-15 4.858912650420877231e-15 3.591601966542372033e-15 2.572715222493192323e-15 1.795999168356665618e-15 1.227235304525182508e-15 8.236707861257072607e-16 5.444704254413977248e-16 3.552437951946683268e-16 2.291492389100955491e-16 1.462964030468579410e-16 9.249421925185071921e-17 5.790567927500714923e-17 3.586369184373980236e-17 2.192949799790972017e-17 1.319002350892271942e-17 7.755645716541069616e-18 4.412418730220022515e-18 2.386871196229407756e-18 1.189735226351421129e-18 5.134776298065525546e-19 1.654473058620037562e-19 2.350296300012411285e-20
1.531815716667139782e-02 1.917493551963099291e-13 1.137993474872930363e-09 9.999987643477101784e-01 2.898799892355457398e-07 3.556388618253450106e-07 6.632521199856245016e-07 1.784910918454682900e-06 5.329009164000478497e-06 3.438434242102049148e-06 7.919191166072208562e-07 2.478483492329767619e-07 1.023335329353246224e-07 4.946837736560709524e-08 2.628889914210511507e-08 1.483203139325848312e-08 8.692631197326640321e-09 5.212061834214744103e-09 3.160001273475050602e-09 1.918495500912730687e-09 1.156396164542391935e-09 6.865394699543954708e-10 3.983303393968677947e-10 2.240186935952071744e-10 1.209882708363056395e-10 6.202175596938852887e-11 2.968744481615601484e-11 1.292947096578010433e-11 4.887472722022400546e-12 1.444662457149285508e-12 2.404615317878097644e-13 8.006413863572244902e-17 8.903233951707039340e-14 2.280174721004261812e-13 3.194102049324054563e-13 3.481387478410257889e-13 3.294406519074908916e-13 2.842530918015561188e-13 2.296296917789840267e-13 1.765018344184339785e-13 1.304733951550090972e-13 9.346426494576089874e-14 6.524957106715940926e-14 4.458771343709082996e-14 2.992647491079207042e-14 1.978288987451498298e-14 1.290787470129043719e-14 8.326431695221181197e-15 5.316011793087745006e-15 3.361075379440450924e-15 2.104243113452674857e-15 1.303288095184988346e-15 7.969378512774923754e-16 4.793482636599621833e-16 2.818595319560596924e-16 1.603614978671445508e-16 8.674808687866056491e-17 4.324019524650200748e-17 1.866225737432103293e-17 6.013208882833955591e-18 8.542229863866313912e-19
2.839919737110441211e-02 1.899328499132888474e-13 8.732008472410501218e-10 1.442961594739393705e-07 9.999702340569514014e-01 8.919075387940905849e-06 1.055983244682523567e-05 2.457114385925848572e-05 6.928858497924007451e-05 4.345276783243287903e-05 9.780227310741172614e-06 3.014650153372182079e-06 1.233007026759945214e-06 5.924856691601937754e-07 3.136377080863246666e-07 1.764905284294919705e-07 1.032513104256368771e-07 6.183228201343765952e-08 3.745563073478143045e-08 2.272634158358837684e-08 1.369297118415114635e-08 8.127213186274837651e-09 4.714699631397639177e-09 2.651373161232021137e-09 1.432003298646745996e-09 7.341742028743428761e-10 3.515054048697720576e-10 1.531505204272337704e-10 5.793448341927969679e-11 1.714987115213640897e-11 2.867127634476375336e-12 1.352964380452796298e-15 1.042372023587897770e-12 2.682313960901867642e-12 3.763335707188415950e-12 4.105072729487999229e-12 3.886478695283453581e-12 3.354507587894398981e-12 2.710558381671107015e-12 2.083838650183288121e-12 1.540656869526393248e-12 1.103794844660789523e-12 7.706762579711003859e-13 5.266909106779071778e-13 3.535400725097400694e-13 2.337288947930684640e-13 1.525158011803330050e-13 9.839086635111067313e-14 6.282264761029698936e-14 3.972298485914520526e-14 2.487091919375773182e-14 1.540520971615959335e-14 9.420668907014381071e-15 5.666790302031053226e-15 3.332312195925555419e-15 1.895998079033738471e-15 1.025698863100801485e-15 5.112892192706300675e-16 2.206777114589389186e-16 7.110689633071659542e-17 1.010143842823995477e-17
4.544731685242209274e-02 1.891124232315674941e-13 8.198127631194018762e-10 9.214612619187363928e-08 4.594953677660497279e-06 9.996130426679151748e-01 1.663455034482303504e-04 2.368835221809860751e-04 5.714155745428005188e-04 3.334627379109917776e-04 7.099349873090751359e-05 2.111595512631792449e-05 8.451338497565586848e-06 4.006394958065140231e-06 2.102309750898829200e-06 1.176122148353082437e-06 6.853257518104715660e-07 4.092794045856218820e-07 2.474502299879373470e-07 1.499414053498048004e-07 9.026016447268337612e-08 5.354087921448926354e-08 3.104935274998539339e-08 1.745884728913200182e-08 9.430161354491541147e-09 4.836074723222370341e-09 2.316616274395284506e-09 1.010257308405948301e-09 3.827728007890262615e-10 1.136759680093376938e-10 1.918702800140188751e-11 1.643401294778436192e-14 6.700820600712055146e-12 1.742669187301038082e-11 2.453523503521391789e-11 2.681014714469067822e-11 2.540970819150232081e-11 2.194779882013964906e-11 1.774423413896810359e-11 1.364734259943446551e-11 1.009350995391139890e-11 7.233595700347354603e-12 5.051861209211309353e-12 3.453323370259645611e-12 2.318534522704137596e-12 1.533114157957482026e-12 1.000597286439772808e-12 6.456214914123032588e-13 4.123017887991491421e-13 2.607439161999391410e-13 1.632808356755112305e-13 1.011532321300108550e-13 6.186714738491405911e-14 3.722019251462649545e-14 2.189003624223194793e-14 1.245642101744171027e-14 6.739443547702855844e-15 3.359793735295296895e-15 1.450234088212221051e-15 4.673215588495794743e-16 6.638984829577249315e-17
6.641661624000905206e-02 1.882013302493733676e-13 8.000265190397228052e-10 8.043479687460252611e-08 2.548793802414359011e-06 7.461023111842819352e-05 9.961151420693773462e-01 2.971570547027823413e-03 4.359578356715314643e-03 2.118646274884733536e-03 3.973341393875804177e-04 1.095778329185648464e-04 4.197181036818312230e-05 1.937188048771024647e-05 9.993609635358337954e-06 5.528458272387865624e-06 3.197053989754181747e-06 1.899332705795867624e-06 1.144172128613720578e-06 6.915641124032083497e-07 4.155894968036931326e-07 2.462485321771330056e-07 1.427137278939378523e-07 8.022787624818316386e-08 4.333937944198536551e-08 2.223693729179335989e-08 1.066246414332987495e-08 4.657565276602705677e-09 1.769875639869289446e-09 5.287548493571325515e-10 9.081751724999637722e-11 1.674212907817196213e-13 2.942625795008120132e-11 7.808798423715336474e-11 1.106649369896718704e-10 1.213244943158230610e-10 1.152180754454595308e-10 9.965719459752198419e-11 8.065231478567605505e-11 6.208037432391644755e-11 4.594442766813713713e-11 3.294478914032352339e-11 2.301949474820278776e-11 1.574243266297976831e-11 1.057359017356328672e-11 6.994325827029461944e-12 4.566507685434571990e-12 2.947470477204635082e-12 1.882902484588431485e-12 1.191141334945394119e-12 7.461335877652145046e-13 4.623694155460225720e-13 2.828737008562136227e-13 1.702270184747987351e-13 1.001397849413825709e-13 5.699738588344804849e-14 3.084440330405809952e-14 1.537951504218204802e-14 6.639428331122430933e-15 2.139704591201727433e-15 3.039949530262158112e-16
9.125058582536871299e-02 1.868605725006682783e-13 7.879538490887520296e-10 7.582762984345361099e-08 2.073031625500104498e-06 3.724839157478857156e-05 8.805240479058128221e-04 9.611257306223314201e-01 6.025648900249138545e-02 1.551500339446940449e-02 2.109455384102538068e-03 4.949372622139610288e-04 1.740034835527114838e-04 7.642711157988476851e-05 3.823977554218376782e-05 2.074002401539592187e-05 1.183634309970420226e-05 6.968690013166067547e-06 4.171925935671247757e-06 2.510794860222049845e-06 1.504448989950564395e-06 8.897487151584848743e-07 5.150961276547904352e-07 2.894448105168977345e-07 1.563885304881095922e-07 8.030699003841496497e-08 3.856815824028773823e-08 1.689355789504455811e-08 6.450590939927633074e-09 1.945963619523989575e-09 3.437544972489098974e-10 1.438904956450304422e-12 9.824870140434657884e-11 2.700125521090617020e-10 3.869613916532505430e-10 4.266049002017863325e-10 4.065070659563126884e-10 3.524197736002869878e-10 2.857003394677260476e-10 2.202063438203475549e-10 1.631492106350369959e-10 1.170964866591668552e-10 8.188557906305834489e-11 5.604043966411000939e-11 3.766547352472294727e-11 2.493090973294796722e-11 1.628668432126048195e-11 1.051822692476424661e-11 6.722893283159038260e-12 4.255192252380005673e-12 2.666814581191564660e-12 1.653401792897141678e-12 1.012014778520745417e-12 6.092816562153852901e-13 3.585747591081315887e-13 2.041722591497842951e-13 1.105271265983298900e-13 5.512698648362344708e-14 2.380434386389393800e-14 7.672816342753547167e-15 1.090213847542197271e-15
1.198822857335626324e-01 1.848703160289003724e-13 7.766009739319837740e-10 7.323415662076861207e-08 1.878254424821959218e-06 2.846600268870850354e-05 4.089273081316357225e-04 9.464636066407306966e-03 6.911561292337288220e-01 4.378764265257671928e-01 1.458062598516915095e-02 2.280658692946772956e-03 6.730345362610151748e-04 2.697497491058654007e-04 1.279472847612063142e-04 6.711682088941900676e-05 3.747712715626340407e-05 2.174326535190300916e-05 1.288696017968744611e-05 7.702560031321943796e-06 4.593881185108117836e-06 2.708701082914361806e-06 1.565395338878582705e-06 8.790169613529094811e-07 4.750535594018045857e-07 2.442420189365241321e-07 1.175817436073520124e-07 5.171663622585710245e-08 1.989129380197311057e-08 6.088459146425646303e-09 1.120546469107395826e-09 1.031196930595163290e-11 2.635135586921851004e-10 7.671685426465342385e-10 1.119256939259554586e-09 1.244826726940844396e-09 1.192501560521043020e-09 1.037579671487826841e-09 8.433924329704833237e-10 6.514093226590053708e-10 4.834479639156756664e-10 3.474857901479964343e-10 2.433044249171123064e-10 1.667003388786211959e-10 1.121576329044186735e-10 7.430922431379223621e-11 4.858842521887469693e-11 3.140653021316241939e-11 2.009075858300665061e-11 1.272652088073683024e-11 7.982197062461603125e-12 4.952628359647312900e-12 3.033606452583041913e-12 1.827639437451165803e-12 1.076301028577800057e-12 6.132106190087039910e-13 3.321336942965661845e-13 1.657319403106978993e-13 7.159083318196002825e-14 2.308190231809169123e-14 3.280170329152678734e-15
1.522345337849342339e-01 1.820375867466280618e-13 7.631833744158059523e-10 7.121724523247410546e-08 1.768965067629444520e-06 2.479002502067671447e-05 2.968483571431430770e-04 4.308082359673880493e-03 6.235320256333930916e-02 2.671953932647552210e-01 7.259289960271302355e-01 1.444396869347499418e-02 2.772577901443870965e-03 9.273732961933805856e-04 4.000065648600945761e-04 1.984152544054607178e-04 1.069547552787698439e-04 6.063097248295703725e-05 3.537875328078840547e-05 2.092298696284684847e-05 1.239001782665232975e-05 7.271920381996899250e-06 4.191219367306125594e-06 2.350820300209711335e-06 1.270795804089425712e-06 6.544556547758007682e-07 3.161294475640599571e-07 1.398584816495518000e-07 5.434379441662378996e-08 1.697265780808286744e-08 3.300705233457008967e-09 6.187758544667889335e-11 5.815275218132622819e-10 1.857585928556312431e-09 2.785315498291094761e-09 3.139143309940519136e-09 3.031151250035441181e-09 2.651562091841510732e-09 2.163825087292109089e-09 1.676412455222082155e-09 1.247285081874682999e-09 8.984112832401684271e-10 6.302209914094197968e-10 4.325131668481070605e-10 2.914401690971730081e-10 1.933635223853121507e-10 1.266020259321178374e-10 8.193633490496553058e-11 5.247830927450840587e-11 3.328140695514733160e-11 2.089806279209352004e-11 1.298057434040353236e-11 7.959269510362682016e-12 4.799966084285548631e-12 2.829359388583607837e-12 1.613383511515450443e-12 8.745288845682118749e-13 4.366692728750849179e-13 1.887266312439670883e-13 6.087147093422744455e-14 8.652394967463305011e-15
1.882201160296546050e-01 1.781856887378473934e-13 7.461983862498025007e-10 6.922346012059230396e-08 1.689333212075143951e-06 2.271357039667121122e-05 2.492303260237184633e-04 3.025694377407843038e-03 3.143920376967817426e-02 6.486111082368213598e-02 1.186985449600748005e-01 7.923977425244500550e-01 1.611646319419014414e-02 3.488394645476894287e-03 1.252961523177429683e-03 5.641619897611543097e-04 2.871466841083018589e-04 1.569709744845626065e-04 8.943208505786203301e-05 5.205162324516246958e-05 3.049669202214717095e-05 1.777611345525620390e-05 1.020372524178310378e-05 5.712773505013109202e-06 3.088667077912113103e-06 1.594043601136628305e-06 7.734244177413794919e-07 3.448308039094407988e-07 1.358069640068904755e-07 4.354336348867672123e-08 9.071351487373023606e-09 3.157553581744267220e-10 1.053324181834514180e-09 3.910964130105850890e-09 6.109991360305138832e-09 7.020970792039085830e-09 6.857522425758080903e-09 6.045028572164410923e-09 4.960832023065595481e-09 3.860141995245569415e-09 2.882206346994204937e-09 2.082245687031260312e-09 1.464464531590463636e-09 1.007379966103810322e-09 6.802401236011017804e-10 4.522094564396628624e-10 2.966247666845044977e-10 1.923116903001209907e-10 1.233786091119512539e-10 7.837289955172158090e-11 4.928900685700522340e-11 3.066149124976260599e-11 1.882786627316792550e-11 1.137007434128384231e-11 6.710774951486665017e-12 3.831205574522219246e-12 2.078880053237444111e-12 1.038960419250309861e-12 4.493594149299049262e-13 1.450114792067048545e-13 2.061857922674879813e-14
