3.690638746751390142e-01 -3.761501049152758402e-01
3.534200266519118006e-01 -3.606330200055584134e-01
3.370835630409983463e-01 -3.444298685717159803e-01
3.820653767024515535e-01 -3.884927775044756393e-01
3.669890532178803899e-01 -3.734938306013323994e-01
3.946554259254799746e-01 -4.004653055579601717e-01
3.363259683638397113e-01 -3.431050194359840932e-01
3.190943460452492775e-01 -3.260260851442535190e-01
3.505587037007670270e-01 -3.565973063572178692e-01
3.915129178066014126e-01 -3.968494016841889738e-01
3.768160353522503336e-01 -3.821779495687731010e-01
3.000775631381513153e-01 -3.065299511979350799e-01
4.038021422692080753e-01 -4.085738764340251516e-01
3.190208213841949636e-01 -3.249421119288812276e-01
3.008006371532364054e-01 -3.068561077460807418e-01
3.608352635535234665e-01 -3.656821047207423625e-01
3.339924067840268074e-01 -3.391553980209306984e-01
2.805198219407984972e-01 -2.860564871230758532e-01
4.127540239244178455e-01 -4.165302425022124888e-01
3.968154106197093745e-01 -4.006950168658226508e-01
3.026906653537768666e-01 -3.076367883187454133e-01
3.823237378512685525e-01 -3.861695814958517325e-01
2.834230367272728701e-01 -2.884707587377796090e-01
4.089449357704364463e-01 -4.123104071394977921e-01
3.447648861242491036e-01 -3.486935023136548684e-01
3.184290733205886181e-01 -3.226142882376483167e-01
2.609822177233402929e-01 -2.659885093089050523e-01
2.611455566409659479e-01 -2.661487495927455371e-01
2.619685936425813488e-01 -2.669550581925667632e-01
2.642485887661339405e-01 -2.691766817209769180e-01
2.689237333160218735e-01 -2.736843854533618225e-01
2.883268825650057154e-01 -2.926883776149354355e-01
2.383746736735467830e-01 -2.435591139824165308e-01
2.385534836057072172e-01 -2.437340917839636856e-01
2.394541471816779843e-01 -2.446142495525217286e-01
2.419463635618504527e-01 -2.470367613231534420e-01
2.768540257339081601e-01 -2.813061158918901405e-01
2.470441607513313986e-01 -2.519409483322668231e-01
3.665855065815267766e-01 -3.698516579496461398e-01
2.680341468199075039e-01 -2.724713243564197973e-01
2.556544685989866061e-01 -2.602020055670379306e-01
2.618042905348137994e-01 -2.662376737142896910e-01
2.595551486682728393e-01 -2.639821026770297063e-01
2.790735947065821621e-01 -2.831801761210454016e-01
2.792263620714274808e-01 -2.833307047375209775e-01
2.799963104814957582e-01 -2.840883024393249801e-01
2.821307622058223941e-01 -2.861770588562342899e-01
2.865144150246043409e-01 -2.904208815923206011e-01
3.048043749143524161e-01 -3.083907618933288686e-01
2.939711294647804340e-01 -2.976128322843600849e-01
4.177847596943599084e-01 -4.201949491261730563e-01
2.122152654977964292e-01 -2.167546040726654188e-01
2.124160989812163003e-01 -2.169512029913102380e-01
2.134271076149995561e-01 -2.179395543128009594e-01
2.162196823848568372e-01 -2.206551119159262664e-01
3.297098757445964257e-01 -3.326246491170637976e-01
2.219101437393251608e-01 -2.261323128579945940e-01
2.450657672485800354e-01 -2.488084803679367074e-01
2.314596916818560113e-01 -2.353028355371512836e-01
3.507814657987830542e-01 -3.530631325106817764e-01
2.918682898562152683e-01 -2.945378955623913497e-01
2.920143732097399414e-01 -2.946826319296767527e-01
2.927507351447629080e-01 -2.954111638278338892e-01
2.947929616456529955e-01 -2.974205042278570965e-01
2.391792901972451535e-01 -2.423811298605490216e-01
2.989912819387193776e-01 -3.015059405749829780e-01
3.165669037819025533e-01 -3.188485422104830325e-01
3.061453610841907147e-01 -3.084377606467775257e-01
1.835621209975285550e-01 -1.866600577786529380e-01
1.837942863206926125e-01 -1.868883365826757570e-01
1.849619165790598319e-01 -1.880348585693610852e-01
1.881778012084996399e-01 -1.911758206469130195e-01
1.946913921909652900e-01 -1.974722061514987415e-01
2.207327418291424592e-01 -2.230878359547698864e-01
2.055148844710699141e-01 -2.079118192757918593e-01
4.227592262456585370e-01 -4.238298411488552464e-01
3.359974437149382820e-01 -3.372008269988327478e-01
2.169459185633399179e-01 -2.185990711019222821e-01
2.989416192077358758e-01 -2.996983498660144574e-01
2.990842531510110036e-01 -2.998406006203580554e-01
2.998032775957159557e-01 -3.005566544599774237e-01
3.017978593944460330e-01 -3.025318436423182211e-01
3.059003004118018287e-01 -3.065488726516642504e-01
1.534214222474006850e-01 -1.545617742642491355e-01
1.536991536446814521e-01 -1.548374138732268868e-01
