6.871400814905809229e-04 -6.871400814905809229e-04 1.848345294939958694e-01 -1.857247884163004958e-01
3.602807272208560785e-03 -3.602807272208560785e-03 1.757661041818175951e-01 -1.766812028789509492e-01
8.776557174867305466e-03 -8.776557174867305466e-03 1.919156907826515823e-01 -1.926563570394651259e-01
1.608830281777814952e-02 -1.608830281777814952e-02 1.649174588235742533e-01 -1.657179009638620748e-01
2.536680935398465120e-02 -2.536680935398465120e-02 1.968448690243963795e-01 -1.973393958543028515e-01
3.639463192734845864e-02 -3.639463192734845864e-02 1.525283200168610354e-01 -1.530812504483884950e-01
4.891329980491725821e-02 -4.891329980491725821e-02 1.995173199027248379e-01 -1.996772004553129809e-01
6.262939112845797296e-02 -6.262939112845797296e-02 1.388613989384983871e-01 -1.390736852573389026e-01
7.722141488583546265e-02 -7.722141488583546265e-02 6.871401327913826372e-04 -6.871400808117981551e-04
9.234734788665027727e-02 -9.234734788665027727e-02 3.602824231986055496e-03 -3.602807284466632946e-03
1.076526521133497755e-01 -1.076526521133497755e-01 8.776935637141929092e-03 -8.776558785832709944e-03
1.227785851141645346e-01 -1.227785851141645346e-01 1.609140066857875362e-02 -1.608834690985497598e-02
1.373706088715419549e-01 -1.373706088715419549e-01 2.538166735646996477e-02 -2.536733321171219871e-02
1.510867001950827460e-01 -1.510867001950827460e-01 3.644539192183961912e-02 -3.639831111412377557e-02
1.636053680726514692e-01 -1.636053680726514692e-01 4.904939472500733505e-02 -4.893116030010131318e-02
1.746331906460150685e-01 -1.746331906460150685e-01 6.293048506769745309e-02 -6.269468731561927966e-02
1.839116971822218893e-01 -1.839116971822218893e-01 1.241993974665620559e-01 -1.240609977896699884e-01
1.912234428251327611e-01 -1.912234428251327611e-01 7.778381257862915232e-02 -7.740961339394461516e-02
1.963971927277914364e-01 -1.963971927277914364e-01 1.088623537950474535e-01 -1.084756821535259874e-01
1.993128599185094996e-01 -1.993128599185094996e-01 9.324025796151465262e-02 -9.278390031198618937e-02
2.006871400814906337e-01 -1.993128599185094441e-01 2.011999862769435488e-01 -1.991138080923672005e-01
2.036028072722085858e-01 -1.963971927277914364e-01 2.046921742882064355e-01 -1.959051256914058070e-01
2.087765571748673443e-01 -1.912234428251327056e-01 2.104294035143872421e-01 -1.903963513467795687e-01
2.160883028177781884e-01 -1.839116971822218616e-01 2.182768726484861088e-01 -1.826877908013144758e-01
2.253668093539846762e-01 -1.746331906460153460e-01 2.280590721873983762e-01 -1.729455647818309016e-01
2.363946319273484975e-01 -1.636053680726515525e-01 1.730812429212480741e-01 -3.557665493650796762e-02
2.489132998049173040e-01 -1.510867001950827460e-01 2.395590422442263889e-01 -1.613960558245366161e-01
2.626293911284580118e-01 -1.373706088715420381e-01 2.525207862061510378e-01 -1.483246888745815839e-01
2.772214148858355154e-01 -1.227785851141645485e-01 2.666480545227505328e-01 -1.340703261797666912e-01
2.923473478866502884e-01 -1.076526521133497338e-01 2.816018302750552538e-01 -1.190104400667574142e-01
3.076526521133498004e-01 -9.234734788665023564e-02 2.970054885151612312e-01 -1.035364861072921028e-01
3.227785851141645734e-01 -7.722141488583547653e-02 3.124643214752749754e-01 -8.803045398668099542e-02
3.373706088715419660e-01 -6.262939112845805623e-02 3.275912045653505134e-01 -7.285539527314498220e-02
3.510867001950828126e-01 -4.891329980491726515e-02 3.420236619895915542e-01 -5.835778767251703636e-02
3.636053680726515358e-01 -3.639463192734852803e-02 3.554289502085580810e-01 -4.486992404893998254e-02
3.746331906460151351e-01 -2.536680935398492875e-02 3.675043525536444977e-01 -3.270649927612617747e-02
3.839116971822219559e-01 -1.608830281777810789e-02 3.779806645605814919e-01 -2.215748988832505831e-02
3.912234428251327722e-01 -8.776557174867263833e-03 3.866351178026125601e-01 -1.347776837872641936e-02
3.963971927277914475e-01 -3.602807272208588540e-03 3.933113250079681156e-01 -6.859997491667798111e-03
3.993128599185095662e-01 -6.871400814904976562e-04 3.979052969702382980e-01 -2.383814532943099966e-03
4.158042218742834528e-01 0.000000000000000000e+00 4.005479300604718462e-01 -1.092567817084864331e-04
